lang,file,line,ref
vi,docs-vi/fpt-container-registry/quan-ly-tag-retention-rule.md,25,/img/migrated/Picture36-1-de8e7ba1.png
vi,docs-vi/fpt-container-registry/quan-ly-tag-retention-rule.md,31,/img/migrated/Picture37-24e9ec98.png
vi,docs-vi/fpt-container-registry/quan-ly-tag-retention-rule.md,35,/img/migrated/Picture38-1-1c93acbf.png
vi,docs-vi/fpt-container-registry/quan-ly-tag-retention-rule.md,41,/img/migrated/Picture39-1-7345b6d1.png
vi,docs-vi/fpt-container-registry/quan-ly-tag-retention-rule.md,45,/img/migrated/Picture40-1-d3963172.png
vi,docs-vi/fpt-container-registry/quan-ly-tag-retention-rule.md,55,/img/migrated/Picture41-1-1a763d9c.png
vi,docs-vi/fpt-container-registry/quan-ly-tag-retention-rule.md,59,/img/migrated/Picture42-1-004f9073.png
vi,docs-vi/fpt-container-registry/refresh-robot-account.md,15,/img/migrated/Picture79-c15b2ebd.png
vi,docs-vi/fpt-container-registry/refresh-robot-account.md,21,/img/migrated/Picture80-b745cd4f.png
vi,docs-vi/fpt-container-registry/refresh-robot-account.md,23,/img/migrated/Picture81-1d68b601.png
vi,docs-vi/fpt-container-registry/refresh-robot-account.md,27,/img/migrated/Picture82-b708581c.png
vi,docs-vi/fpt-container-registry/retention-rule.md,19,/img/migrated/Picture27-62a35e57.png
vi,docs-vi/fpt-container-registry/scan-image-1.md,15,/img/migrated/Picture90-097f05eb.png
vi,docs-vi/fpt-container-registry/scan-image-1.md,19,/img/migrated/Picture91-3e24672e.png
vi,docs-vi/fpt-container-registry/scan-image-1.md,23,/img/migrated/Picture92-c39690de.png
vi,docs-vi/fpt-container-registry/scan-image-1.md,25,/img/migrated/Picture93-55409ce3.png
vi,docs-vi/fpt-container-registry/scan-image-1.md,29,/img/migrated/Picture94-fd252260.png
vi,docs-vi/fpt-container-registry/stop-scan.md,15,/img/migrated/Picture95-0525ee7d.png
vi,docs-vi/fpt-container-registry/stop-scan.md,19,/img/migrated/Picture96-2378cc7e.png
vi,docs-vi/fpt-container-registry/stop-scan.md,23,/img/migrated/Picture97-8488b37b.png
vi,docs-vi/fpt-container-registry/tag-va-push-image-len-fpt-container-registry.md,41,/img/migrated/Picture11-1-9de7f6f9.png
vi,docs-vi/fpt-container-registry/tag-va-push-image-len-fpt-container-registry.md,43,/img/migrated/Picture12-2-6e60be56.png
vi,docs-vi/fpt-container-registry/tagging-and-pushing-images-to-fpt-container-registry.md,38,/img/migrated/image06-1-d21ab6dc.png
vi,docs-vi/fpt-container-registry/tao-moi-robot-account.md,15,/img/migrated/Picture59-8e6c388e.png
vi,docs-vi/fpt-container-registry/tao-moi-robot-account.md,19,/img/migrated/Picture60-4718d2bb.png
vi,docs-vi/fpt-container-registry/tao-moi-robot-account.md,21,/img/migrated/Picture61-b449c47e.png
vi,docs-vi/fpt-container-registry/tao-moi-robot-account.md,32,/img/migrated/Picture62-f6c856f2.png
vi,docs-vi/fpt-container-registry/tao-moi-robot-account.md,40,/img/migrated/Picture63-a14d0bfe.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,15,/img/migrated/Picture27-62a35e57.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,19,/img/migrated/Picture28-1-01eeb19b.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,23,/img/migrated/Picture29-1-2c469e51.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,30,/img/migrated/Screenshot_6-4a6d1e32.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,36,/img/migrated/Picture30-1-78d8e53a.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,48,/img/migrated/Picture31-1-82b19f69.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,55,/img/migrated/Screenshot_7-6f3add0a.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,61,/img/migrated/Picture32-1-7c5cce38.png
vi,docs-vi/fpt-container-registry/them-moi-tag-retention-rule.md,65,/img/migrated/Picture33-1-37c6a3a0.png
vi,docs-vi/fpt-container-registry/view-repositories-list.md,12,/img/migrated/image08-1-a7d4f8c0.png
vi,docs-vi/fpt-container-registry/xem-danh-sach-repositories.md,15,/img/migrated/Picture18-1-4289185b.png
vi,docs-vi/fpt-container-registry/xem-danh-sach-robot-account.md,13,/img/migrated/Picture64-3f79e44d.png
vi,docs-vi/fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,22,/img/migrated/Picture19-1-efab785a.png
vi,docs-vi/fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,26,/img/migrated/Picture20-1-a67dbf3a.png
vi,docs-vi/fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,32,/img/migrated/Picture21-1-14112c71.png
vi,docs-vi/fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,36,/img/migrated/Picture22-1-812a2686.png
vi,docs-vi/fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,40,/img/migrated/Picture23-1-7da45a00.png
vi,docs-vi/fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,46,/img/migrated/Picture24-1-65f144c5.png
vi,docs-vi/fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,50,/img/migrated/Picture25-609bcb94.png
vi,docs-vi/fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,54,/img/migrated/Picture26-f6b122fd.png
vi,docs-vi/fpt-container-registry/xoa-mot-robot-account.md,19,/img/migrated/Picture75-6386b37b.png
vi,docs-vi/fpt-container-registry/xoa-mot-robot-account.md,23,/img/migrated/Picture76-d591e336.png
vi,docs-vi/fpt-container-registry/xoa-mot-robot-account.md,27,/img/migrated/Picture77-39f9f679.png
vi,docs-vi/fpt-container-registry/xoa-mot-robot-account.md,31,/img/migrated/Picture78-f877292a.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-kafka.md,38,images/tao-connector-source-kafka/img-002.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-kafka.md,74,images/tao-connector-source-kafka/img-003.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-kafka.md,108,images/tao-connector-source-kafka/img-004.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-kafka.md,141,images/tao-connector-source-kafka/img-005.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-kafka.md,145,images/tao-connector-source-kafka/img-006.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-s3.md,38,images/tao-connector-source-s3/img-002.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-s3.md,58,images/tao-connector-source-s3/img-003.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-s3.md,94,images/tao-connector-source-s3/img-004.png
vi,docs-vi/fpt-data-platform/cdc-service/tao-connector-source-s3.md,98,images/tao-connector-source-s3/img-005.png
vi,docs-vi/fpt-data-platform/orchestration/tao-airflow.md,243,images/tao-airflow/img-006.jpg
vi,docs-vi/fpt-data-platform/ranger/tag-sync.md,64,images/tag-sync/img-003.png
vi,docs-vi/fpt-event-gateway/cap-nhat-thong-tin-event-gateway.md,20,/img/migrated/image2a-d2f456a8.png
vi,docs-vi/fpt-event-gateway/cap-nhat-thong-tin-event-gateway.md,28,/img/migrated/image2b-a3921152.png
vi,docs-vi/fpt-event-gateway/cap-nhat-thong-tin-event-gateway.md,37,/img/migrated/image2c-34119d0d.png
vi,docs-vi/fpt-event-gateway/cap-nhat-thong-tin-event-gateway.md,43,/img/migrated/image2d-ee4860cd.png
vi,docs-vi/fpt-event-gateway/cap-nhat-thong-tin-router-group.md,21,/img/migrated/image23-aadfbc71.png
vi,docs-vi/fpt-event-gateway/cap-nhat-thong-tin-router-group.md,25,/img/migrated/image24-bd82d929.png
vi,docs-vi/fpt-event-gateway/cap-nhat-thong-tin-security.md,32,/img/migrated/image1e-b4866c34.png
vi,docs-vi/fpt-event-gateway/index.md,11,/img/migrated/settings-3-341b24da.png
vi,docs-vi/fpt-event-gateway/index.md,12,/img/migrated/icon-networking-2-09c1ef04.png
vi,docs-vi/fpt-event-gateway/tao-event-gateway.md,22,/img/migrated/imagef-d52b4a53.png
vi,docs-vi/fpt-event-gateway/tao-event-gateway.md,30,/img/migrated/image11-c4b59aa2.png
vi,docs-vi/fpt-event-gateway/tao-event-gateway.md,53,/img/migrated/image12-76852251.png
vi,docs-vi/fpt-event-gateway/tao-event-gateway.md,76,/img/migrated/image13-a13cf585.png
vi,docs-vi/fpt-event-gateway/tao-event-gateway.md,87,/img/migrated/image14-3754b0d7.png
vi,docs-vi/fpt-event-gateway/tao-event-gateway.md,110,/img/migrated/image15-ea59e130.png
vi,docs-vi/fpt-event-gateway/tao-event-gateway.md,142,/img/migrated/image16-b9271d2a.png
vi,docs-vi/fpt-event-gateway/tao-event-gateway.md,144,/img/migrated/image17-f42b2736.png
vi,docs-vi/fpt-event-gateway/tao-moi-security.md,34,/img/migrated/image1d-e27479a8.png
vi,docs-vi/fpt-event-gateway/tao-router-group.md,22,/img/migrated/image21-ac560184.png
vi,docs-vi/fpt-event-gateway/xem-thong-tin-event-gateway.md,16,/img/migrated/image10-60575f21.png
vi,docs-vi/fpt-event-gateway/xem-thong-tin-event-gateway.md,19,/img/migrated/image18-37e84895.png
vi,docs-vi/fpt-event-gateway/xem-thong-tin-event-gateway.md,22,/img/migrated/image19-cfa604c3.png
vi,docs-vi/fpt-event-gateway/xem-thong-tin-event-gateway.md,25,/img/migrated/image1a-f6ba0423.png
vi,docs-vi/fpt-event-gateway/xem-thong-tin-router-group.md,15,/img/migrated/image22-6a81021b.png
vi,docs-vi/fpt-event-gateway/xoa-event-gateway.md,14,/img/migrated/image1b-e0892577.png
vi,docs-vi/fpt-event-gateway/xoa-event-gateway.md,16,/img/migrated/image1c-ca16f7c7.png
vi,docs-vi/fpt-event-gateway/xoa-router-group.md,15,/img/migrated/image25-3bec02b1.png
vi,docs-vi/fpt-event-gateway/xoa-router-group.md,17,/img/migrated/image26-fb5457d4.png
vi,docs-vi/fpt-event-gateway/xoa-router.md,16,/img/migrated/image27-bc4dff9c.png
vi,docs-vi/fpt-event-gateway/xoa-router.md,17,/img/migrated/image28-fb9a35ef.png
vi,docs-vi/fpt-event-gateway/xoa-router.md,19,/img/migrated/image29-579cd85c.png
vi,docs-vi/fpt-event-gateway/xoa-security.md,15,/img/migrated/image1f-77b61a24.png
vi,docs-vi/fpt-event-gateway/xoa-security.md,17,/img/migrated/image20-e743639c.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,13,/img/migrated/Picture49-64efc5d7.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,16,/img/migrated/Picture50-0e401103.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,16,/img/migrated/Picture51-dbcf07bc.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,16,/img/migrated/Picture52-7c7e78e0.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,19,/img/migrated/Picture53-c95f4268.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,19,/img/migrated/Picture54-0edd4bec.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,19,/img/migrated/Picture55-cda81603.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,22,/img/migrated/Picture56-c87fb773.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,22,/img/migrated/Picture57-23d42fb3.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,22,/img/migrated/Picture58-0f86bc09.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,25,/img/migrated/Picture59-5564d869.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,25,/img/migrated/Picture60-b5e5b888.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-mot-credential.md,25,/img/migrated/Picture61-37e0a81e.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-thong-tin-cau-hinh-agent.md,12,/img/migrated/Picture19-519a8553.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-thong-tin-cau-hinh-agent.md,12,/img/migrated/Picture20-4d54db71.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-thong-tin-cau-hinh-agent.md,12,/img/migrated/Picture21-e8aaf98b.png
vi,docs-vi/fpt-jenkins-ci/cap-nhat-thong-tin-cau-hinh-agent.md,12,/img/migrated/Picture22-ec7e1242.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-email-notifications.md,14,/img/migrated/Picture68-f44a375a.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-email-notifications.md,14,/img/migrated/Picture69-333db764.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-email-notifications.md,14,/img/migrated/Picture70-a6668456.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,14,/img/migrated/Picture71-633dc912.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,17,/img/migrated/Picture72-129945ad.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,17,/img/migrated/Picture73-5b081a3b.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,17,/img/migrated/Picture74-888bade3.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,17,/img/migrated/Picture75-fccead94.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,20,/img/migrated/Picture76-8dd18554.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,20,/img/migrated/Picture77-d96ace12.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,20,/img/migrated/Picture78-bd49a38c.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,23,/img/migrated/Picture79-550edce0.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,23,/img/migrated/Picture80-0e42955d.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,23,/img/migrated/Picture81-2069cb06.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,23,/img/migrated/Picture82-307c9ace.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,23,/img/migrated/Picture83-1b0ac94a.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-telegram-bots.md,15,/img/migrated/Picture84-ace31d4a.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-telegram-bots.md,15,/img/migrated/Picture85-5c549fcf.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-telegram-bots.md,15,/img/migrated/Picture86-5f8ffdb1.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-telegram-bots.md,15,/img/migrated/Picture87-7a77dfa4.png
vi,docs-vi/fpt-jenkins-ci/cau-hinh-telegram-bots.md,15,/img/migrated/Picture88-254bc3bc.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,21,/img/migrated/Picture118-27136265.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,22,/img/migrated/Picture119-e4468e48.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,25,/img/migrated/Picture119-e4468e48.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,26,/img/migrated/Picture120-0c00ad8a.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,26,/img/migrated/Picture121-8e302013.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,26,/img/migrated/Picture122-83cc3c7d.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,27,/img/migrated/Picture123-fbb1d582.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,27,/img/migrated/Picture124-91fc45b1.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,32,/img/migrated/Picture125-504e5577.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,32,/img/migrated/Picture126-5f697d59.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci.md,12,/img/migrated/Picture99-9e038c5d.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci.md,12,/img/migrated/Picture100-5653186e.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci.md,16,/img/migrated/Picture101-956cda0d.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci.md,16,/img/migrated/Picture102-8ac75f23.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,4,"/img/migrated/Picture127-aecf39ae.pn""
sidebar_label: ""Hướng dẫn tạo Jenkins pipline CI/CD tích hợp các tính năng trên Portal""
sidebar_position: 25
pagination_next: null
---

# Hướng dẫn tạo Jenkins pipline CI/CD tích hợp các tính năng trên Portal

Trong hướng dẫn này sẽ hướng dẫn người dùng tạo một CI/CD flow cơ bản như sau: [![](/img/migrated/Picture127-aecf39ae.png"
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,28,/img/migrated/Picture128-ceb629a5.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,28,/img/migrated/Picture129-78a57dc5.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,28,/img/migrated/Picture130-62a27646.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,29,/img/migrated/Picture131-81a306f2.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,30,/img/migrated/Picture132-77753ca6.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,31,/img/migrated/Picture133-102cb0ac.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,31,/img/migrated/Picture134-2b34d23c.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,31,/img/migrated/Picture135-40b308ac.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,31,/img/migrated/Picture136-4cae1695.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,31,/img/migrated/Picture137-0425bb84.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,31,/img/migrated/Picture138-384988ca.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,14,/img/migrated/Picture103-c115e03c.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,14,/img/migrated/Picture104-4ee62b2a.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,17,/img/migrated/Picture105-46822182.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,18,/img/migrated/Picture106-2d903e4d.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,19,/img/migrated/Picture107-13b71bc6.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,21,/img/migrated/Picture108-8729b0b8.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,22,/img/migrated/Picture110-c5cac842.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,23,/img/migrated/Picture111-e24ed221.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,24,/img/migrated/Picture112-fd5e8c52.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,25,/img/migrated/Picture113-5be28d74.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,26,/img/migrated/Picture114-a0689b0d.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,26,/img/migrated/Picture115-145b00f7.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,26,/img/migrated/Picture116-7605e149.png
vi,docs-vi/fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,26,/img/migrated/Picture117-806d0758.png
vi,docs-vi/fpt-jenkins-ci/index.md,11,/img/migrated/settings-3-e684e7b5.png
vi,docs-vi/fpt-jenkins-ci/index.md,12,/img/migrated/icon-networking-2-24c3615d.png
vi,docs-vi/fpt-jenkins-ci/kiem-tra-thong-tin-goi-dich-vu.md,15,/img/migrated/Picture2-2-8836c9d9.png
vi,docs-vi/fpt-jenkins-ci/kiem-tra-thong-tin-goi-dich-vu.md,18,/img/migrated/Picture3-2-61deedb9.png
vi,docs-vi/fpt-jenkins-ci/nang-cap-goi-dich-vu.md,12,/img/migrated/Picture93-650c22b2.png
vi,docs-vi/fpt-jenkins-ci/nang-cap-goi-dich-vu.md,12,/img/migrated/Picture94-74bdab8d.png
vi,docs-vi/fpt-jenkins-ci/nang-cap-goi-dich-vu.md,12,/img/migrated/Picture95-a73deeab.png
vi,docs-vi/fpt-jenkins-ci/tao-moi-fpt-jenkinsCI.md,13,/img/migrated/Picture1-38ff2a6f.png
vi,docs-vi/fpt-jenkins-ci/tao-moi-fpt-jenkinsCI.md,15,/img/migrated/Picture2-1-9c7a0368.png
vi,docs-vi/fpt-jenkins-ci/tao-moi-fpt-jenkinsCI.md,17,/img/migrated/Picture3-1-47e2570d.png
vi,docs-vi/fpt-jenkins-ci/tao-moi-fpt-jenkinsCI.md,18,/img/migrated/Picture4-48e1c05d.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,12,/img/migrated/Picture9-18241027.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,14,/img/migrated/Picture10-003a6a70.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,21,/img/migrated/Picture11-47d0c513.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,23,/img/migrated/Picture12-216368ab.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,26,/img/migrated/Picture13-e6968122.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,28,/img/migrated/Picture14-c2b336f7.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,30,/img/migrated/Picture15-1ba3bbd5.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,31,/img/migrated/Picture16-c793efd3.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-agent.md,33,/img/migrated/Picture17-def5a338.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,12,/img/migrated/Picture28-f1ca981e.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,15,/img/migrated/Picture29-4e919329.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,15,/img/migrated/Picture30-6ec104f7.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,15,/img/migrated/Picture31-15489933.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,15,/img/migrated/Picture32-690a204c.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,15,/img/migrated/Picture33-c7a729fd.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,18,/img/migrated/Picture34-0260b9d4.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,18,/img/migrated/Picture35-52ee1479.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,18,/img/migrated/Picture36-ce02107a.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,18,/img/migrated/Picture37-42448ed6.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,18,/img/migrated/Picture38-e8817bc1.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,21,/img/migrated/Picture39-5f3a117b.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,21,/img/migrated/Picture40-bd944784.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,21,/img/migrated/Picture41-232f7619.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,21,/img/migrated/Picture42-addc31f0.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,21,/img/migrated/Picture43-4d3ae4c9.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,24,/img/migrated/Picture44-cc87bfd1.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,24,/img/migrated/Picture45-562215f2.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,24,/img/migrated/Picture46-aa140b9e.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,24,/img/migrated/Picture47-03acc4a6.png
vi,docs-vi/fpt-jenkins-ci/them-moi-mot-credential.md,24,/img/migrated/Picture48-8be15bf6.png
vi,docs-vi/fpt-jenkins-ci/upgrade-version.md,12,/img/migrated/Picture89-ffa69e1a.png
vi,docs-vi/fpt-jenkins-ci/upgrade-version.md,12,/img/migrated/Picture90-bebb276a.png
vi,docs-vi/fpt-jenkins-ci/upgrade-version.md,12,/img/migrated/Picture91-cd0fd45c.png
vi,docs-vi/fpt-jenkins-ci/upgrade-version.md,12,/img/migrated/Picture92-5539c4c1.png
vi,docs-vi/fpt-jenkins-ci/xem-thong-tin-chi-tiet-jenkins-CI-instance.md,13,/img/migrated/Picture5-1-e44d4a18.png
vi,docs-vi/fpt-jenkins-ci/xem-thong-tin-chi-tiet-jenkins-CI-instance.md,15,/img/migrated/Picture6-69dec98b.png
vi,docs-vi/fpt-jenkins-ci/xem-thong-tin-chi-tiet-jenkins-CI-instance.md,18,/img/migrated/Picture7-1-c8ec9386.png
vi,docs-vi/fpt-jenkins-ci/xem-thong-tin-chi-tiet-jenkins-CI-instance.md,20,/img/migrated/Picture8-1-a8748d52.png
