slug,module,web_words,doc_words,content_status,images_status,web_images,doc_images,headings_match_pct,tables_status,web_tables,doc_tables,aggregated,local_files,missing_headings
%20choose-the-form-of-PAYG-and-verify-the-phon-%20number,FPT Cloud Portal – Pay As You Go,0,0,missing,none,2,0,0,n/a,0,0,False,,
Allow-IP-CIDR,Load Balancer,361,374,full,n/a,0,0,100,n/a,0,0,False,load-balancer/Allow-IP-CIDR.md,
AutoScale,Dedicated - FPT Kubernetes Engine,245,269,full,n/a,0,0,100,n/a,0,0,False,dedicated-fpt-kubernetes-engine/AutoScale.md,
Backup-Initial-Setup,Backup,75,208,full,n/a,0,0,50,n/a,0,0,False,backup/Backup-Initial-Setup.md,h2: 1\. Điều kiện cần có; h2: 2\. Bắt đầu sử dụng
Ch%E1%BB%89nh%20s%E1%BB%ADa%20Budget%20Alert,Budget Alert,0,123,full,full,2,2,100,n/a,0,0,False,budget-alert/Chỉnh sửa Budget Alert.md,
Chi%20ti%E1%BA%BFt%20d%E1%BB%8Bch%20v%E1%BB%A5,FPT Backup As a Service,432,545,full,n/a,0,0,100,n/a,0,0,False,fpt-backup-as-a-service/Chi tiết dịch vụ.md,
Create-VPN-S2S-connection,VPN Site-to-Site,322,256,full,full,3,3,100,n/a,0,1,False,vpn-site-to-site/Create-VPN-S2S-connection.md,
FAQ,Fortigate - FPT NGFW,465,538,full,full,1,1,100,n/a,0,0,False,fortigate-fpt-ngfw/FAQ.md,
FQAs,Cloud Server,72,85,full,n/a,0,0,100,n/a,0,0,False,cloud-server/FQAs.md,
GPU,Cloud Server,141,126,full,n/a,0,0,100,n/a,0,0,False,cloud-server/GPU.md,
IAM-User-Overview,IAM,236,193,full,n/a,0,0,100,n/a,0,0,False,iam/IAM-User-Overview.md,
Initial%20Setup,FPT Key Vault,83,174,full,n/a,0,0,100,n/a,0,0,False,fpt-key-vault/Initial Setup.md,
Initial-Setup,FPT Cloud Guard,179,209,full,n/a,0,0,100,n/a,0,0,False,cloud-guard/Initial-Setup.md,
Initial-setup,Managed GPU Cluster (Kubernetes),542,580,full,full,5,5,100,n/a,0,0,False,fpt-managed-gpu-cluster/Initial-setup.md,
Kh%E1%BB%9Fi%20t%E1%BA%A1o%20Bugdet%20Alert,Budget Alert,497,503,full,full,6,6,100,n/a,0,0,False,budget-alert/Khởi tạo Bugdet Alert.md,
Migration-cho-SQLServer,Managed - FPT Database Engines,302,403,full,full,15,15,100,n/a,0,0,False,managed-fpt-database-engines-new/Migration-cho-SQLServer.md,
NIC-overview-1,Cloud Server,214,247,full,n/a,0,0,100,n/a,0,0,False,cloud-server/NIC-overview-1.md,
Overview,FPT Cloud Guard,0,249,full,n/a,0,0,100,n/a,0,0,False,cloud-guard/Overview.md,
Qu%E1%BA%A3n%20l%C3%BD%20Subnets,Cloud Server,1310,1303,full,full,29,29,100,n/a,0,0,False,cloud-server/Quản lý Subnets.md,
Recipient-la-gi,FPT Cloud Guard,53,63,full,full,1,1,100,n/a,0,0,False,cloud-guard/Recipient-la-gi.md,
Role-Overview,IAM,31,83,full,n/a,0,0,100,n/a,0,0,False,iam/Role-Overview.md,
S%E1%BB%AD%20d%E1%BB%A5ng%20File%20Storage%20-%20High%20Performance%20tr%C3%AAn%20Kubernetes%20(K8S%20Cluster),File Storage - High Performance,0,114,full,n/a,0,4,100,n/a,0,0,False,file-storage-high-performance/Sử dụng File Storage - High Performance trên Kubernetes (K8S Cluster).md,
SDK-API-Reference,FPT Object Storage,1871,1863,full,n/a,0,0,92,n/a,0,0,False,fpt-object-storage/SDK-API-Reference.md,h1: Set up connection information
SNI-load-balancer,Load Balancer,709,697,full,n/a,0,0,100,n/a,0,0,False,load-balancer/SNI-load-balancer.md,
SSO-qua-FCDClient-cu,FPT Cloud Desktop,677,675,full,full,8,8,100,n/a,0,0,False,fpt-cloud-desktop/SSO-qua-FCDClient-cu.md,
SSO-qua-FCDClient-moi,FPT Cloud Desktop,702,693,full,full,10,10,100,n/a,0,0,False,fpt-cloud-desktop/SSO-qua-FCDClient-moi.md,
SSO-qua-web-browser,FPT Cloud Desktop,282,278,full,full,5,5,100,n/a,0,0,False,fpt-cloud-desktop/SSO-qua-web-browser.md,
T%E1%BA%A1m%20d%E1%BB%ABng%20c%E1%BA%A3nh%20b%C3%A1o%20c%E1%BB%A7a%201%20Budget%20Alert,Budget Alert,12,126,full,full,4,4,100,n/a,0,0,False,budget-alert/Tạm dừng cảnh báo của 1 Budget Alert.md,
User%20Group-Overview,IAM,89,96,full,n/a,0,0,100,n/a,0,0,False,iam/User Group-Overview.md,
VPN-S2S-check-activity-logs,VPN Site-to-Site,0,45,full,full,1,1,100,n/a,0,0,False,vpn-site-to-site/VPN-S2S-check-activity-logs.md,
Version-List,Managed - FPT Database Engines,473,844,full,n/a,0,0,100,n/a,0,12,False,managed-fpt-database-engine/Version-List.md,
Version-policy,Managed - FPT Database Engines,506,705,full,n/a,0,0,100,n/a,0,5,False,managed-fpt-database-engines-new/Version-policy.md,
X%C3%B3a%20Budget%20Alert,Budget Alert,3,88,full,full,3,3,100,n/a,0,0,False,budget-alert/Xóa Budget Alert.md,
Xem%20th%C3%B4ng%20tin%20cost%20v%C3%A0%20l%E1%BB%8Bch%20s%E1%BB%AD%20c%E1%BA%A3nh%20b%C3%A1o,Budget Alert,100,195,full,full,4,4,100,n/a,0,0,False,budget-alert/Xem thông tin cost và lịch sử cảnh báo.md,
access-control,FPT Cloud WAPPLES,76,103,full,full,3,3,100,n/a,0,0,False,fpt-cloud-wapples/access-control.md,
access-logs,Load Balancer,366,400,full,n/a,0,0,100,n/a,0,1,False,load-balancer/access-logs.md,
accountpassword-qua-FCDClient-cu,FPT Cloud Desktop,495,419,full,full,7,7,100,n/a,0,0,False,fpt-cloud-desktop/accountpassword-qua-FCDClient-cu.md,
accountpassword-qua-FCDClient-moi,FPT Cloud Desktop,752,686,full,full,12,12,100,n/a,0,0,False,fpt-cloud-desktop/accountpassword-qua-FCDClient-moi.md,
accountpassword-qua-web-browser,FPT Cloud Desktop,333,326,full,full,7,7,100,n/a,0,0,False,fpt-cloud-desktop/accountpassword-qua-web-browser.md,
accounts,FPT Cloud WAPPLES,0,8,full,full,1,1,100,n/a,0,0,False,fpt-cloud-wapples/accounts.md,
action-management,VPN Site-to-Site,0,110,full,n/a,0,6,100,n/a,0,0,False,vpn-site-to-site/action-management.md,
active-db-service,Managed - FPT Database Engines,43,111,full,full,1,1,0,n/a,0,0,False,managed-fpt-database-engine/active-db-service.md,h3: Bước 1: Truy cập trang Quản lý cơ sở dữ liệu; h3: Bước 2: Kích hoạt dịch vụ FPT Database Engine
activity-log-ip-access,IAM,11,31,full,full,1,1,100,n/a,0,0,False,iam/activity-log-ip-access.md,
activitylog-bell,Create VPC,0,81,full,full,2,2,100,n/a,0,0,False,create-vpc/activitylog-bell.md,
add-card-NIC-%20new,Cloud Server,84,169,full,none,6,0,100,n/a,0,0,False,cloud-server/add-card-NIC- new.md,
add-cluster-toi-argocd,FPT ArgoCD,232,180,full,full,6,6,100,n/a,0,0,False,fpt-argocd/add-cluster-toi-argocd.md,
add-data-tab,FPT Cloud Monitoring,40,71,full,full,1,1,100,n/a,0,0,False,fpt-cloud-monitoring/add-data-tab.md,
add-instance-instance-group,Cloud Server,129,149,full,full,2,2,100,n/a,0,0,False,cloud-server/add-instance-instance-group.md,
add-moi-webhook-secret,FPT ArgoCD,20,51,full,full,3,3,100,n/a,0,0,False,fpt-argocd/add-moi-webhook-secret.md,
add-them-worker-group,Managed GPU Cluster (Kubernetes),190,210,full,full,4,4,100,n/a,0,0,False,fpt-managed-gpu-cluster/add-them-worker-group.md,
alerting,FPT Cloud Monitoring,0,28,full,full,1,1,100,n/a,0,0,False,fpt-cloud-monitoring/alerting.md,
allow-address-pair,Cloud Server,475,878,full,full,21,21,0,n/a,0,0,True,cloud-server/allow-address-pair.md; allow-address-pair/create-address-pair-on-instance-management.md; allow-address-pair/create-address-pair.md; allow-address-pair/index.md; allow-address-pair/question-1.md; allow-address-pair/initial-setup.md; allow-address-pair/delete-address-pair.md; allow-address-pair/activity-log.md,h3: Khởi tạo một address pair; h3: Khởi tạo Allow address pair trong Instance management; h3: Xóa Allow address Pair; h3: Kiểm tra hoạt động - Activity Log
analytics,FPT API Management,108,159,full,none,1,0,0,n/a,0,0,False,fpt-api-management/analytics.md,h2: 1\. Analytics; h2: 2\. Logging
apache-flink,FPT Data Platform,92,110,full,n/a,0,0,100,n/a,0,0,False,fpt-data-platform/flink/index.md,
apply-policy,Policy Management,0,82,full,full,4,4,100,n/a,0,0,False,policy-management/apply-policy.md,
aspm_v1.2.1,FPT AppSec,292,338,full,full,1,1,100,n/a,0,0,False,fpt-appsec/aspm_v1.2.1.md,
aspm_v1.3.0,FPT AppSec,452,498,full,full,1,1,100,n/a,0,0,False,fpt-appsec/aspm_v1.3.0.md,
attach-a-network-card-to-the-virtual-machine,Cloud Server,464,476,full,full,6,6,100,n/a,0,0,False,cloud-server/attach-a-network-card-to-the-virtual-machine.md,
attach-policy-vao-group,FPT Autoscale,5,51,full,full,3,3,100,n/a,0,0,False,fpt-autoscale/attach-policy-vao-group.md,
attach-schedule-to-instance,Cloud Server,57,45,full,full,2,2,100,n/a,0,0,False,cloud-server/attach-schedule-to-instance.md,
audit-level,FPT Cloud WAPPLES,0,10,full,full,1,1,100,n/a,0,0,False,fpt-cloud-wapples/audit-level.md,
audit-log-vn,Managed - FPT Kubernetes Engine,486,515,full,full,6,6,100,n/a,0,0,False,managed-fpt-kubernetes-engine/audit-log-vn.md,
audit-logs,FPT Cloud WAPPLES,0,23,full,full,1,1,100,n/a,0,0,False,fpt-cloud-wapples/audit-logs.md,
authenticate-certificate-mode,VPN Site-to-Site,0,31,full,n/a,0,0,100,n/a,0,0,False,vpn-site-to-site/authenticate-certificate-mode.md,
auto-blocking-filter,FPT Cloud WAPPLES,202,227,full,full,1,1,100,n/a,0,0,False,fpt-cloud-wapples/auto-blocking-filter.md,
auto-repair-nodes,Dedicated - FPT Kubernetes Engine,362,379,full,n/a,0,0,100,n/a,0,0,False,dedicated-fpt-kubernetes-engine/auto-repair-nodes.md,
automatic-backup,FPT Cloud WAPPLES,0,14,full,full,1,1,100,n/a,0,0,False,fpt-cloud-wapples/automatic-backup.md,
backup-and-restore-cluster,Dedicated - FPT Kubernetes Engine,69,90,full,full,3,3,100,n/a,0,0,False,dedicated-fpt-kubernetes-engine/backup-and-restore-cluster.md,
backup-job-mgmt,Managed - FPT Database Engines,758,695,full,full,1,1,0,n/a,0,0,False,managed-fpt-database-engine/backup-job-mgmt.md,h3: 1\. Tạo Job Backup Full; h3: 2\. Tạo Job Backup Diff; h4: Khuyến nghị; h4: Điều kiện tiên quyết; h4: Tạo Job; h3: 3\. Chạy Job Backup; h3: 4\. Cập nhật Job Backup; h3: 5\. Xoá Job Backup
backup-list,FPT Cloud WAPPLES,0,11,full,full,1,1,100,n/a,0,0,False,fpt-cloud-wapples/backup-list.md,
backup-mgmt,Managed - FPT Database Engines,756,595,full,full,4,4,0,n/a,0,0,False,managed-fpt-database-engine/backup-mgmt.md,h3: 1\. Kích hoạt dịch vụ Backup; h4: Điều kiện tiên quyết; h4: Bước 1: Truy cập màn hình Backup; h4: Bước 2: Kích hoạt dịch vụ Backup; h3: 2\. Điều chỉnh dịch vụ Backup; h3: 3\. Huỷ dịch vụ Backup
backup-report,Backup,0,103,full,n/a,0,0,100,n/a,0,0,False,backup/backup-report.md,
backup-restore,Managed - FPT Database Engines,541,687,full,n/a,0,0,100,n/a,0,0,False,managed-fpt-database-engine/backup-restore.md,
backup-restore-vn,Managed - FPT Kubernetes Engine,729,777,full,full,16,16,100,n/a,0,0,False,managed-fpt-kubernetes-engine/backup-restore-vn.md,
backup-volume,Backup,310,434,full,n/a,0,0,44,n/a,0,0,False,backup/backup-volume.md,h2: 1\. Giới thiệu; h2: 2\. Điều kiện; h2: 3\. Tạo Backup Volume; h2: 4\. Quản lý Backup Job; h2: 5\. Lưu ý quan trọng
bat-tat-alert,FPT Cloud Guard,141,145,full,full,2,2,100,n/a,0,0,False,cloud-guard/bat-tat-alert.md,
bat-tat-node-auto-repair,Managed - FPT Kubernetes Engine,217,253,full,full,5,5,100,n/a,0,0,False,managed-fpt-kubernetes-engine/bat-tat-node-auto-repair.md,
battat-proxy-host,FPT Cloud WAF,35,51,full,full,3,3,100,n/a,0,0,False,fpt-cloud-waf/battat-proxy-host.md,
benchmark-sysbench,Managed - FPT Database Engines,940,758,full,n/a,0,0,27,n/a,0,6,False,managed-fpt-database-engine/benchmark-sysbench.md,h2: 1\. Giới thiệu Benchmark Sysbench; h3: Mục đích:; h3: Database engine được benchmark:; h3: Chỉ số đo lường:; h2: 2\. Kết quả benchmark theo database engine; h3: 2.4. MongoDB; h3: 2.5. Redis; h2: 3\. Nhận định & Khuyến nghị
best-practice-manual-scaling,Dedicated - FPT Kubernetes Engine,426,455,full,n/a,0,0,100,n/a,0,0,False,dedicated-fpt-kubernetes-engine/best-practice-manual-scaling.md,
best-practice-upgrade-fke-cluster-version,Dedicated - FPT Kubernetes Engine,673,680,full,n/a,0,0,100,n/a,0,1,False,dedicated-fpt-kubernetes-engine/best-practice-upgrade-fke-cluster-version.md,
billing-permission,Bills,54,175,full,full,6,6,100,n/a,0,0,False,billing/billing-permission.md,
block-storage,Cloud Server,137,142,full,full,2,2,100,n/a,0,0,False,cloud-server/block-storage.md,
buy-Public-IP,FPT Cloud Portal – Pay As You Go,59,146,full,full,4,4,100,n/a,0,0,False,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/buy-Public-IP.md,
buy-storage-disk,FPT Cloud Portal – Pay As You Go,92,156,full,full,4,4,100,n/a,0,0,False,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/buy-storage-disk.md,
buy-virtual-machines,FPT Cloud Portal – Pay As You Go,112,179,full,full,4,4,100,n/a,0,0,False,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/buy-virtual-machines.md,
cac-luu-y-khi-su-dung-fke,Dedicated - FPT Kubernetes Engine,362,405,full,n/a,0,0,0,n/a,0,0,False,dedicated-fpt-kubernetes-engine/cac-luu-y-khi-su-dung-fke.md,h3: 1\. Chọn HA Master Nodes; h3: 2\. Sử dụng Namespaces; h3: 3\. Sử dụng Readiness & Liveness Probes; h3: 4\. Đặt Resource Requests & Limits; h3: 5\. Sử dụng Autoscale; h3: 6\. Sử dụng nhiều Pod (>=2); h3: 7\. Sử dụng Persistent Volume; h3: 8\. Backup; h3: 9\. Monitoring & Logging
cac-luu-y-khi-su-dung-m-fke,Managed - FPT Kubernetes Engine,337,403,full,n/a,0,0,0,n/a,0,0,False,managed-fpt-kubernetes-engine/cac-luu-y-khi-su-dung-m-fke.md,h3: 1\. Sử dụng Namespaces; h3: 2\. Sử dụng worker group; h3: 3\. Sử dụng Readiness & Liveness Probes; h3: 4\. Đặt Resource Requests & Limits; h3: 5\. Sử dụng Autoscale; h3: 6\. Sử dụng nhiều Pod (>=2); h3: 7\. Sử dụng Persistent Volume; h3: 8\. Backup; h3: 9\. Monitoring & Logging
cai-dat-cluster-kubernetes-su-dung-gpu,FPT Kubernetes Engine with GPU,1323,1557,full,full,8,8,100,n/a,0,0,False,fpt-kubernetes-engine-with-gpu/cai-dat-cluster-kubernetes-su-dung-gpu.md,
cai-dat-ingestion-service,FPT Data Platform,44,60,full,n/a,0,0,100,n/a,0,0,False,fpt-data-platform/ingestion/index.md,
cai-dat-superset,FPT Data Platform,0,3,full,n/a,0,0,100,n/a,0,0,False,fpt-data-platform/superset/index.md,
cai-dat-team,FPT AppSec,61,87,full,full,5,5,100,n/a,0,0,False,fpt-appsec/cai-dat-team.md,
cap-nhat-load-balancer,Load Balancer,122,134,full,n/a,0,0,100,n/a,0,0,False,load-balancer/cap-nhat-load-balancer.md,
cap-nhat-mot-credential,FPT Jenkins CI,204,234,full,full,13,13,100,n/a,0,0,False,fpt-jenkins-ci/cap-nhat-mot-credential.md,
cap-nhat-open-metadata,FPT Data Platform,227,231,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/open-metadata/cap-nhat-open-metadata.md,
cap-nhat-robot-account,FPT Container Registry,115,105,full,full,4,4,100,n/a,0,0,False,fpt-container-registry/cap-nhat-robot-account.md,
cap-nhat-thong-tin-cau-hinh-agent,FPT Jenkins CI,81,103,full,full,4,4,100,n/a,0,0,False,fpt-jenkins-ci/cap-nhat-thong-tin-cau-hinh-agent.md,
cap-nhat-thong-tin-cho-proxy-host,FPT Cloud WAF,47,64,full,full,4,4,100,n/a,0,0,False,fpt-cloud-waf/cap-nhat-thong-tin-cho-proxy-host.md,
cau%20hinh%202fa,IAM,123,138,full,full,3,3,100,n/a,0,0,False,iam/cau hinh 2fa.md,
cau-hinh-build-option-cho-kustomize,FPT ArgoCD,18,48,full,full,3,3,100,n/a,0,0,False,fpt-argocd/cau-hinh-build-option-cho-kustomize.md,
cau-hinh-channel-de-thuc-hien-gui-thong-bao,FPT ArgoCD,439,501,full,full,27,27,100,n/a,0,0,False,fpt-argocd/cau-hinh-channel-de-thuc-hien-gui-thong-bao.md,
cau-hinh-dns,CheckPoint - FPT NGFW,9,37,full,full,2,2,100,n/a,0,0,False,checkpoint-fpt-ngfw/cau-hinh-dns.md,
cau-hinh-email-notifications,FPT Jenkins CI,59,87,full,full,3,3,100,n/a,0,0,False,fpt-jenkins-ci/cau-hinh-email-notifications.md,
cau-hinh-image-updater,FPT ArgoCD,27,63,full,n/a,0,0,100,n/a,0,0,False,fpt-argocd/cau-hinh-image-updater.md,
cau-hinh-ket-noi-may-chu-waf,FPT Cloud WAF,287,278,full,full,5,5,0,n/a,0,0,False,fpt-cloud-waf/cau-hinh-ket-noi-may-chu-waf.md,h2: 1\. Kết nối máy chủ WAF đến Web Server của người dùng; h2: 2\. Thêm mới Proxy Host để forward request của end user đi qua máy chủ WAF đến Web Server; h2: 3\. Thêm mới SSL Certificate; h2: 4\. Theo dõi Dashboard Overview
cau-hinh-lap-lich-chay-retention-rule,FPT Container Registry,174,195,full,full,5,5,100,n/a,0,1,False,fpt-container-registry/cau-hinh-lap-lich-chay-retention-rule.md,
cau-hinh-log-level,FPT ArgoCD,7,55,full,full,3,3,100,n/a,0,0,False,fpt-argocd/cau-hinh-log-level.md,
cau-hinh-network-interfaces,Fortigate - FPT NGFW,42,90,full,full,2,2,100,n/a,0,0,False,fortigate-fpt-ngfw/cau-hinh-network-interfaces.md,
cau-hinh-notifications,FPT ArgoCD,30,69,full,n/a,0,0,100,n/a,0,0,False,fpt-argocd/cau-hinh-notifications.md,
cau-hinh-o-dia-cho-may-ao-chay-windows,Cloud Server,447,456,full,full,12,12,100,n/a,0,0,False,cloud-server/cau-hinh-o-dia-cho-may-ao-chay-windows.md,
cau-hinh-oidc-config,FPT ArgoCD,96,100,full,full,4,4,100,n/a,0,0,False,fpt-argocd/cau-hinh-oidc-config.md,
cau-hinh-oidc-phuc-vu-sso-config,FPT ArgoCD,0,37,full,n/a,0,0,100,n/a,0,0,False,fpt-argocd/cau-hinh-oidc-phuc-vu-sso-config.md,
cau-hinh-proxy-protocol,Managed - FPT Kubernetes Engine,0,31,full,n/a,0,0,100,n/a,0,0,False,managed-fpt-kubernetes-engine/cau-hinh-proxy-protocol.md,
cau-hinh-proxy-protocol-cho-istio-ingress,Managed - FPT Kubernetes Engine,138,169,full,n/a,0,0,100,n/a,0,0,False,managed-fpt-kubernetes-engine/cau-hinh-proxy-protocol-cho-istio-ingress.md,
cau-hinh-proxy-protocol-cho-nginx-ingress,Managed - FPT Kubernetes Engine,255,278,full,n/a,0,0,100,n/a,0,0,False,managed-fpt-kubernetes-engine/cau-hinh-proxy-protocol-cho-nginx-ingress.md,
cau-hinh-rbac,FPT ArgoCD,76,108,full,full,3,3,100,n/a,0,0,False,fpt-argocd/cau-hinh-rbac.md,
cau-hinh-sonarqube-servers,FPT Jenkins CI,275,303,full,full,13,13,100,n/a,0,0,False,fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,
cau-hinh-static-routes,Fortigate - FPT NGFW,24,78,full,full,2,2,100,n/a,0,0,False,fortigate-fpt-ngfw/cau-hinh-static-routes.md,
cau-hinh-telegram-bots,FPT Jenkins CI,78,110,full,full,5,5,100,n/a,0,0,False,fpt-jenkins-ci/cau-hinh-telegram-bots.md,
cau-hinh-timeout,Load Balancer,133,131,full,n/a,0,0,100,n/a,0,0,False,load-balancer/cau-hinh-timeout.md,
cau-hinh-timereconcile,FPT ArgoCD,55,75,full,full,4,4,100,n/a,0,0,False,fpt-argocd/cau-hinh-timereconcile.md,
cau-hinh-va-quan-ly-query-engine,FPT Data Platform,346,335,full,full,6,6,100,n/a,0,0,False,fpt-data-platform/ranger/cau-hinh-va-quan-ly-query-engine.md,
cau-hinh-webhook,FPT ArgoCD,40,79,full,n/a,0,0,100,n/a,0,0,False,fpt-argocd/cau-hinh-webhook.md,
cau-hinh-whitelist-ip,FPT ArgoCD,45,84,full,full,4,4,100,n/a,0,0,False,fpt-argocd/cau-hinh-whitelist-ip.md,
cdc-service,FPT Data Platform,0,3,full,n/a,0,0,100,n/a,0,0,False,fpt-data-platform/cdc-service/index.md,
cem-chi-tiet-quota-dich-vu,FPT Container Registry,171,131,full,full,1,1,100,n/a,0,1,False,fpt-container-registry/cem-chi-tiet-quota-dich-vu.md,
certificate-manager,FPT Data Platform,836,845,full,full,5,5,100,n/a,0,0,False,fpt-data-platform/workspace/certificate-manager.md,
change-address-MAC,Cloud Server,134,172,full,none,4,0,100,n/a,0,0,False,cloud-server/change-address-MAC.md,
change-network-config,Cloud Server,579,1189,full,full,21,21,0,n/a,0,0,True,cloud-server/change-network-config.md; change-network-config/index.md; change-network-config/change-statis-IP-in-CentOS.md; change-network-config/change-static-IP-in-Ubuntu-server.md; change-network-config/change-static-IP-in-window-server.md; change-network-config/initial-setup.md,h3: **Sửa static IP trên Ubuntu server**; h3: **  Sửa static IP trên Window server**; h3: **Sửa static IP trên CentOS**
change-password,FPT ArgoCD,14,71,full,full,2,2,100,n/a,0,0,False,fpt-argocd/change-password.md,
change-removable-drive-capacity,FPT Cloud Portal – Pay As You Go,108,206,full,full,4,4,100,n/a,0,0,False,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/change-removable-drive-capacity.md,
change-virtual-machine-configuration,FPT Cloud Portal – Pay As You Go,21,92,full,full,3,3,100,n/a,0,0,False,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/change-virtual-machine-configuration.md,
chinh%20sua%20role%20va%20permission,IAM,82,105,full,full,3,3,100,n/a,0,0,False,iam/chinh sua role va permission.md,
chinh%20sua%20user%20group,IAM,35,73,full,full,1,1,100,n/a,0,0,False,iam/chinh sua user group.md,
chinh-sua-alert,FPT Cloud Guard,55,69,full,full,2,2,100,n/a,0,0,False,cloud-guard/chinh-sua-alert.md,
chinh-sua-cau-hinh-health-check,Load Balancer,554,603,full,n/a,0,0,100,n/a,0,1,False,load-balancer/chinh-sua-cau-hinh-health-check.md,
chinh-sua-ingestion,FPT Data Platform,245,251,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/ingestion/chinh-sua-ingestion.md,
chinh-sua-label-taint-cho-worker-group,Managed - FPT Kubernetes Engine,297,326,full,full,5,5,100,n/a,0,0,False,managed-fpt-kubernetes-engine/chinh-sua-label-taint-cho-worker-group.md,
chinh-sua-label-taint-cho-worker-group-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),151,175,full,full,5,5,100,n/a,0,0,False,fpt-managed-gpu-cluster/chinh-sua-label-taint-cho-worker-group-managed-gpu-cluster.md,
chinh-sua-listener,Load Balancer,756,771,full,n/a,0,0,100,n/a,0,0,False,load-balancer/chinh-sua-listener.md,
chinh-sua-may-chu-waf,FPT Cloud WAF,108,90,full,full,2,2,100,n/a,0,0,False,fpt-cloud-waf/chinh-sua-may-chu-waf.md,
chinh-sua-recipient,FPT Cloud Guard,45,51,full,full,2,2,100,n/a,0,0,False,cloud-guard/chinh-sua-recipient.md,
chinh-sua-thong-tin-org,FPT AppSec,67,93,full,full,6,6,100,n/a,0,0,False,fpt-appsec/chinh-sua-thong-tin-org.md,
cho-phep-enable-applications-set,FPT ArgoCD,29,55,full,full,2,2,100,n/a,0,0,False,fpt-argocd/cho-phep-enable-applications-set.md,
chuyen-worker-group-base,Managed - FPT Kubernetes Engine,204,248,full,full,5,5,100,n/a,0,0,False,managed-fpt-kubernetes-engine/chuyen-worker-group-base.md,
cicd-guideline,FPT AppSec,2542,2803,full,full,1,1,71,match,4,20,False,fpt-appsec/cicd-guideline.md,h3: 1\. Tổng quan; h3: 2\. Yêu cầu chuẩn bị; h3: 3\. Đặc tả API; h3: 4\. Pipeline flow; h3: 5\. Cấu hình mẫu; h1: Shared script for code & secret scans
clickhouse-logs-sink-connector,FPT Data Platform,533,536,full,full,6,6,100,n/a,0,0,False,fpt-data-platform/cdc-service/clickhouse-logs-sink-connector.md,
clickhouse-replication-sink-connector,FPT Data Platform,534,537,full,full,4,4,100,n/a,0,0,False,fpt-data-platform/cdc-service/clickhouse-replication-sink-connector.md,
clickhouse-use-ha,Managed - FPT Database Engines,59,201,full,n/a,0,0,0,n/a,0,0,False,managed-fpt-database-engine/clickhouse-use-ha.md,h3: Q1. Điều gì xảy ra khi bật High Availability (HA) cho cụm ClickHouse?; h3: Q2. Replication hoạt động ở mức server hay mức table?; h3: Q3. Replication có phụ thuộc vào sharding trong ClickHouse không?
client-task,Trellix Customer Guide,102,263,full,full,2,2,100,n/a,0,1,False,trellix-customer-guide/client-task.md,
clone-du-lieu-giua-hai-bucket-khac-nhau,FPT Object Storage,352,371,full,full,5,5,100,n/a,0,0,False,fpt-object-storage/clone-du-lieu-giua-hai-bucket-khac-nhau.md,
clone-instance,Cloud Server,211,231,full,full,4,4,100,n/a,0,0,False,cloud-server/clone-instance.md,
clone-vm-tu-cac-restore-point,Backup,239,338,full,n/a,0,0,100,n/a,0,0,False,backup/clone-vm-tu-cac-restore-point.md,
cluster-autoscale,Managed - FPT Kubernetes Engine,337,375,full,full,12,12,100,n/a,0,0,False,managed-fpt-kubernetes-engine/cluster-autoscale.md,
common-config,VPN Site-to-Site,0,7,full,n/a,0,0,100,n/a,0,0,False,vpn-site-to-site/common-config.md,
config-sso,SSO - Single sign-on,0,108,full,n/a,0,0,100,n/a,0,0,False,sso-single-sign-on/config-sso.md,
configuration-tab,FPT Cloud Monitoring,125,156,full,full,1,1,100,n/a,0,0,False,fpt-cloud-monitoring/configuration-tab.md,
connect-behind-NAT,VPN Site-to-Site,1258,1387,full,full,7,7,100,n/a,0,18,False,vpn-site-to-site/connect-behind-NAT.md,
connect-checkpoint-r8120,VPN Site-to-Site,998,999,full,full,26,26,100,n/a,0,0,False,vpn-site-to-site/connect-checkpoint-r8120.md,
connect-fci-aws-transitgw,VPN Site-to-Site,1026,1025,full,full,22,22,0,n/a,0,0,False,vpn-site-to-site/connect-fci-aws-transitgw.md,h2: I. Cấu hình VPN Site-to-Site trên FCI Cloud; h2: II. Cấu hình VPN Site-to-Site trên AWS; h2: III. Chỉnh sửa cấu hình VPN Site-to-Site trên FCI Cloud với IP mới của VPN AWS
connect-fci-aws-virtualgw,VPN Site-to-Site,980,970,full,full,26,26,0,n/a,0,0,False,vpn-site-to-site/connect-fci-aws-virtualgw.md,h2: I. Cấu hình VPN Site-to-Site trên AWS; h2: II. Cấu hình VPN Site-to-Site trên FCI Cloud
connect-fci-fortigate,VPN Site-to-Site,580,582,full,full,17,17,100,n/a,0,0,False,vpn-site-to-site/connect-fci-fortigate.md,
