slug,module,web_words,doc_words,content_status,images_status,web_images,doc_images,headings_match_pct,tables_status,web_tables,doc_tables,aggregated,local_files,missing_headings
xem-thong-tin-open-metadata-service,FPT Data Platform,83,95,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/open-metadata/xem-thong-tin-open-metadata-service.md,
xem-thong-tin-orchestration,FPT Data Platform,81,101,full,full,1,1,100,n/a,0,0,False,fpt-data-platform/orchestration/xem-thong-tin-orchestration.md,
xem-thong-tin-processing-service,FPT Data Platform,86,101,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/processing/xem-thong-tin-processing-service.md,
xem-thong-tin-query-engine,FPT Data Platform,143,150,full,full,5,5,100,n/a,0,0,False,fpt-data-platform/query-engine/xem-thong-tin-query-engine.md,
xem-thong-tin-superset,FPT Data Platform,76,95,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/superset/xem-thong-tin-superset.md,
xem-thong-tin-workspace,FPT Data Platform,300,300,full,full,5,5,100,n/a,0,0,False,fpt-data-platform/workspace/xem-thong-tin-workspace.md,
xoa%20load%20balancer,Load Balancer,74,70,full,full,2,2,100,n/a,0,0,False,load-balancer/xoa load balancer.md,
xoa%20may%20ao%20khoi%20load%20balancer,Load Balancer,101,95,full,full,5,5,100,n/a,0,0,False,load-balancer/xoa may ao khoi load balancer.md,
xoa%20role,IAM,72,78,full,full,2,2,100,n/a,0,0,False,iam/xoa role.md,
xoa%20user%20groups,IAM,62,75,full,full,3,3,100,n/a,0,0,False,iam/xoa user groups.md,
xoa-agent-khi-khong-muon-su-dung,FPT Jenkins CI,73,97,full,full,5,5,100,n/a,0,0,False,fpt-jenkins-ci/xoa-agent-khi-khong-muon-su-dung.md,
xoa-alert,FPT Cloud Guard,68,78,full,full,2,2,100,n/a,0,0,False,cloud-guard/xoa-alert.md,
xoa-apache-flink,FPT Data Platform,57,72,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/flink/xoa-apache-flink.md,
xoa-cdc-service,FPT Data Platform,112,123,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/cdc-service/xoa-cdc-service.md,
xoa-connector,FPT Data Platform,89,96,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/cdc-service/xoa-connector.md,
xoa-custom-image,Cloud Server,39,79,full,full,2,2,100,n/a,0,0,False,cloud-server/xoa-custom-image.md,
xoa-firewall-policy,Fortigate - FPT NGFW,0,40,full,full,1,1,100,n/a,0,0,False,fortigate-fpt-ngfw/xoa-firewall-policy.md,
xoa-group,FPT Autoscale,38,77,full,full,4,4,0,n/a,0,0,False,fpt-autoscale/xoa-group.md,"h2: **Bước 1:** Truy cập trang **Autoscaling > Autoscale Group**. Trên dòng tương ứng với group cần xóa, click vào biểu tượng **Action menu**.; h2: **Bước 2:** Chọn **Delete**.; h2: **Bước 3:** Một hộp thoại sẽ xuất hiện. Nếu tên group cần xóa là chính xác, hãy nhập **delete** và chọn **Delete group** để xác nhận. Ngược lại, chọn **Cancel** để hủy thao tác."
xoa-hive-metastore,FPT Data Platform,64,76,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/hive-metastore/xoa-hive-metastore.md,
xoa-image-hoac-artifact-trong-repositories,FPT Container Registry,100,169,full,full,8,8,100,n/a,0,0,False,fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,
xoa-ingestion,FPT Data Platform,90,98,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/ingestion/xoa-ingestion.md,
xoa-jenkins-instance-khi-khong-muon-su-dung,FPT Jenkins CI,33,65,full,full,3,3,100,n/a,0,0,False,fpt-jenkins-ci/xoa-jenkins-instance-khi-khong-muon-su-dung.md,
xoa-jupyterhub,FPT Data Platform,55,68,full,full,1,1,100,n/a,0,0,False,fpt-data-platform/jupyterhub/xoa-jupyterhub.md,
xoa-kubernetes-cluster,Dedicated - FPT Kubernetes Engine,50,69,full,full,3,3,100,n/a,0,0,False,dedicated-fpt-kubernetes-engine/xoa-kubernetes-cluster.md,
xoa-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),73,89,full,full,3,3,100,n/a,0,0,False,fpt-managed-gpu-cluster/xoa-managed-gpu-cluster.md,
xoa-may-chu-waf,FPT Cloud WAF,55,70,full,full,2,2,100,n/a,0,0,False,fpt-cloud-waf/xoa-may-chu-waf.md,
xoa-mot-credential,FPT Jenkins CI,50,78,full,full,6,6,100,n/a,0,0,False,fpt-jenkins-ci/xoa-mot-credential.md,
xoa-mot-robot-account,FPT Container Registry,68,138,full,full,4,4,100,n/a,0,0,False,fpt-container-registry/xoa-mot-robot-account.md,
xoa-nessie,FPT Data Platform,55,70,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/nessie/xoa-nessie.md,
xoa-open-metadata,FPT Data Platform,67,73,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/open-metadata/xoa-open-metadata.md,
xoa-orchestration,FPT Data Platform,61,70,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/orchestration/xoa-orchestration.md,
xoa-policy,FPT Autoscale,65,107,full,full,3,3,0,n/a,0,0,False,fpt-autoscale/xoa-policy.md,"h2: **Bước 1:** Truy cập trang **Autoscaling > Autoscale Policy**. Trên dòng tương ứng với policy cần xóa, chọn biểu tượng **delete**.; h2: **Bước 2:** Một hộp thoại sẽ xuất hiện. Nếu tên policy cần xóa là chính xác, chọn **Delete policy** để xác nhận. Ngược lại, chọn **Cancel** để hủy thao tác.; h2: Lưu ý"
xoa-processing-service,FPT Data Platform,64,75,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/processing/xoa-processing-service.md,
xoa-profile,FPT Autoscale,73,107,full,full,3,3,0,n/a,0,0,False,fpt-autoscale/xoa-profile.md,"h2: **Bước 1:** Truy cập trang **Autoscaling > Autoscale Profile**. Trên dòng tương ứng với profile cần xóa, chọn biểu tượng **Delete**.; h2: **Bước 2:** Một hộp thoại sẽ xuất hiện. Nếu tên profile cần xóa là chính xác, chọn **Delete profile** để xác nhận. Ngược lại, chọn **Cancel** để hủy thao tác.; h2: Lưu ý"
xoa-proxy-host,FPT Cloud WAF,55,72,full,full,3,3,100,n/a,0,0,False,fpt-cloud-waf/xoa-proxy-host.md,
xoa-query-engine,FPT Data Platform,65,75,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/query-engine/xoa-query-engine.md,
xoa-ranger,FPT Data Platform,68,79,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/ranger/xoa-ranger.md,
xoa-recipient,FPT Cloud Guard,37,56,full,full,2,2,100,n/a,0,0,False,cloud-guard/xoa-recipient.md,
xoa-ssl-certificate,Load Balancer,27,53,full,n/a,0,0,100,n/a,0,0,False,load-balancer/xoa-ssl-certificate.md,
xoa-storage-disk,Cloud Server,65,83,full,full,2,2,100,n/a,0,0,False,cloud-server/xoa-storage-disk.md,
xoa-superset,FPT Data Platform,53,74,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/superset/xoa-superset.md,
xoa-target,FPT Cloud VA,70,76,full,full,2,2,100,n/a,0,0,False,fpt-va/xoa-target.md,
xoa-vpn-connection,VPN Site-to-Site,21,43,full,full,2,2,100,n/a,0,0,False,vpn-site-to-site/xoa-vpn-connection.md,
xoa-workspace,FPT Data Platform,64,76,full,full,2,2,100,n/a,0,0,False,fpt-data-platform/workspace/xoa-workspace.md,
xuat-bao-cao,FPT Cloud VA,38,63,full,full,3,3,100,n/a,0,0,False,fpt-va/xuat-bao-cao.md,
