slug,module,category,url,high,medium,low,total_issues,issue_types,web_words,doc_words
bat-tat-alert,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
chinh-sua-alert,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-alert,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
Recipient-la-gi,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-moi-recipient,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
recipient-teams,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
chinh-sua-recipient,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-recipient,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
install-veeam-agent-for-linux,FPT Backup As a Service,FPT Cloud Backup & DR,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
install-veeam-agent-for-windows,FPT Backup As a Service,FPT Cloud Backup & DR,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
restore-file-and-folder-for-linux,FPT Backup As a Service,FPT Cloud Backup & DR,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
restore-file-and-folder-for-windows,FPT Backup As a Service,FPT Cloud Backup & DR,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
restore-linux-vm-from-cloud-repository,FPT Backup As a Service,FPT Cloud Backup & DR,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-veeam-recovery-media,FPT Backup As a Service,FPT Cloud Backup & DR,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
managing-alarms,FPT Backup As a Service,FPT Cloud Backup & DR,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-khoi-tao-vault-instance,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-tao-secret-engine,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-xoa-secret-engine,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-tao-secret-tren-secret-engine,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-xoa-secret,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-tao-policy,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-xoa-policy,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-tao-auth-method,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-tao-role,FPT Key Vault,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-thong-tin-chi-tiet-jenkins-CI-instance,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
them-moi-mot-agent,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cap-nhat-thong-tin-cau-hinh-agent,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-agent-khi-khong-muon-su-dung,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
them-moi-mot-credential,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cap-nhat-mot-credential,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-mot-credential,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-email-notifications,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-sonarqube-servers,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-telegram-bots,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
upgrade-version,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
nang-cap-goi-dich-vu,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-jenkins-instance-khi-khong-muon-su-dung,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-cau-hinh-nodes-build-tren-jenkins,FPT Jenkins CI,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-thong-tin-chi-tiet-argocd,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
add-cluster-toi-argocd,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-disable-argocd-images-updater,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-log-level,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-secret,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-registry-secret,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-container-registry,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
add-moi-webhook-secret,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
edit-webhook-secret,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
delete-webhook-secret,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-build-option-cho-kustomize,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-timereconcile,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-rbac,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-whitelist-ip,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
nang-goi-dich-vu-dang-su-dung,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-moi-account-tren-portal,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-disable-account,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
mange-admin-account,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
update-admin-password,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-disable-anonymous-user,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-disable-admin-user,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-disable-chuc-nang-cau-hinh-oidc,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-oidc-config,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
update-cau-hinh-oidc,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
delete-oidc-da-cau-hinh,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cho-phep-enable-applications-set,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-disable-notificaions,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-channel-de-thuc-hien-gui-thong-bao,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-dang-nhap-vao-argocd,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-cau-hinh-argocd-cluster-de-deploy-ung-dung-voi-manifes,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
thuc-hien-cau-hinh-webhook-voi-webhook-secret-da-duoc-tao,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-deploy-mot-appliations-voi-kustomize-su-dung-build-options,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-deploy-applications-qua-helm-chart-repo,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-deploy-applications-qua-argocd-cli,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-su-dung-applicationset-de-deploy,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-cau-hinh-notifications-de-nhan-thong-bao,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-tich-hop-oidc-de-quan-ly-account,FPT ArgoCD,FPT DevSecOps Services,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-rest-apis,FPT API Management,FPT Integration,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-products,FPT API Management,FPT Integration,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-api-site,FPT API Management,FPT Integration,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-su-dung-cho-api-consumer,FPT API Management,FPT Integration,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
login-console,Managed - FPT Database Engines,FPT Database Engine,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
kafka-user,Managed - FPT Database Engines,FPT Database Engine,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
log,Managed - FPT Database Engines,FPT Database Engine,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
Migration-cho-SQLServer,Managed - FPT Database Engines,FPT Database Engine,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
setting-agert,Trellix Customer Guide,Support,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-log,Trellix Customer Guide,Support,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-request-resource,Request Resource,Support,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-request-resource,Request Resource,Support,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
fqas-2,Request Resource,Support,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cost-explorer-dimension-service,Cost Explorer,Billing,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cost-explorer-dimension-resource-type,Cost Explorer,Billing,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-bills,Bills,Billing,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-bill-charges-by-service,Bills,Billing,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-bill-charges-by-resource,Bills,Billing,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
download-bills,Bills,Billing,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
billing-permission,Bills,Billing,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
aspm_v1.3.0,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
aspm_v1.2.1,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-dashboard-overview,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
gioi-thieu-Organization,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
chinh-sua-thong-tin-org,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-member,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-role,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-teams-org,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-team,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cai-dat-team,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-mem-team,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-integration,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-github,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-gitlab,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-gitlabserver,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-fcr,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-harbor,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-workspace,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-change-status-issue-list,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
guide-change-status-issue-detail,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-schedule,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
schedule-edit,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
schedule-delete,FPT AppSec,FPT Security Platform,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-danh-sach-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
add-them-worker-group,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tinh-nang-manual-scale-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
chinh-sua-label-taint-cho-worker-group-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tinh-nang-chuyen-worker-base-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
trien-khai-ung-dung-tren-worker-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
mps-gpu-sharing,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
try-example-workload,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
multi-nodes-example,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
disable-VPN-S2S-connection,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
enable-VPN-S2S-connection,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
delete-VPN-S2S-connection,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-palo-alto,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-pfsense,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-strongswan,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-vyos-1.5,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-fci-fortigate,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
action-management,VPN Site-to-Site,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-ssl-certificate,Load Balancer,FPT Network,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
backup-restore,FPT Cloud WAPPLES,FPT Security,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
create-ddos,DdoS Protection,FPT Security,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
tao-moi-fpt-jenkinsCI,FPT Jenkins CI,FPT DevSecOps Services,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
tao-moi-fpt-argocd,FPT ArgoCD,FPT DevSecOps Services,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
create-db,Managed - FPT Database Engines,FPT Database Engine,,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
db-proxy,Managed - FPT Database Engines,FPT Database Engine,,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
vertical-scaling,Managed - FPT Database Engines,FPT Database Engine,,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
report-export,Managed - FPT Database Engines,FPT Database Engine,,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
report-schedule,Managed - FPT Database Engines,FPT Database Engine,,1,2,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
detail-dasboard,FPT AppSec,FPT Security Platform,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-mountpoint,File Storage - High Performance,FPT Storage,,1,1,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
create-customergw,VPN Site-to-Site,FPT Network,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
edit-customergw,VPN Site-to-Site,FPT Network,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
logging,VPN Site-to-Site,FPT Network,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
khoi-tao-server-pool,Load Balancer,FPT Network,,1,1,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
tong-quan-dich-vu-GPU,FPT Kubernetes Engine with GPU,FPT Container,,1,1,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
them-moi-tag-retention-rule,FPT Container Registry,FPT Container,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
cau-hinh-lap-lich-chay-retention-rule,FPT Container Registry,FPT Container,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
tao-moi-robot-account,FPT Container Registry,FPT Container,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
