slug,module,category,url,high,medium,low,total_issues,issue_types,web_words,doc_words
quan-ly-proxy-host,FPT Cloud WAF,FPT Security,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-target,FPT Cloud VA,FPT Security,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
xem-ket-qua-quet,FPT Cloud VA,FPT Security,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-tren-gaia-portal,CheckPoint - FPT NGFW,FPT Security,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-tren-smartconsole,CheckPoint - FPT NGFW,FPT Security,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
tich-hop-dich-vu,FPT Reporting,FPT Monitoring,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-workspace,FPT Cloud Monitoring,FPT Monitoring,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
monitor-public-endpoints,FPT Cloud Monitoring,FPT Monitoring,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
truc-quan-hoa-du-lieu,FPT Cloud Monitoring,FPT Monitoring,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
restore-window-vm-from-cloud-repository,FPT Backup As a Service,FPT Cloud Backup & DR,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
restore-lai-vm-tu-cac-restore-point,Backup,FPT Cloud Backup & DR,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-fpt-cloud-agent,FPT Jenkins CI,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-credential,FPT Jenkins CI,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-cau-hinh,FPT Jenkins CI,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
demo,FPT Jenkins CI,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-image-updater,FPT ArgoCD,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-webhook,FPT ArgoCD,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-account-tren-argocd,FPT ArgoCD,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
manage-admin-account-enable-disable-anonymous-user,FPT ArgoCD,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-oidc-phuc-vu-sso-config,FPT ArgoCD,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-notifications,FPT ArgoCD,FPT DevSecOps Services,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
khai-bao-thong-tin-tren-apimanager-application,FPT API Management,FPT Integration,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
analytics,FPT API Management,FPT Integration,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
database-engine-version,Managed - FPT Database Engines,FPT Database Engine,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
report,Trellix Customer Guide,Support,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
fqas-1,Request Resource,Support,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
fqas-3,Request Resource,Support,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
fqas-4,Request Resource,Support,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
fqas-5,Request Resource,Support,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
thay-doi-cau-hinh-k8s,Managed GPU Cluster (Kubernetes),AI Infrastructure,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
single-gpu-example,Managed GPU Cluster (Kubernetes),AI Infrastructure,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
multi-gpus-example,Managed GPU Cluster (Kubernetes),AI Infrastructure,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
finetune-llm-models,Managed GPU Cluster (Kubernetes),AI Infrastructure,,2,1,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
tutorials-quan-ly-subuser,FPT Object Storage,FPT Storage,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
xay-dung-mot-website-tinh-bang-fpt-object-storage,FPT Object Storage,FPT Storage,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
region-nhat-ban,File Storage - High Performance,FPT Storage,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
overviews-vpn,VPN Site-to-Site,FPT Network,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
cap-nhat-load-balancer,Load Balancer,FPT Network,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
theo-doi-bieu-do-load-balancer,Load Balancer,FPT Network,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
resize-load-balancer,Load Balancer,FPT Network,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
SNI-load-balancer,Load Balancer,FPT Network,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
import-ssl-certificate-cho-load-balancer,Load Balancer,FPT Network,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
kich-hoat-dich-vu-fpt-container-registry,FPT Container Registry,FPT Container,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-su-dung-tren-docker-cli,FPT Container Registry,FPT Container,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
IAM-User-Overview,IAM,FPT Security,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
kich-hoat-dich-vu-fcmon,FPT Cloud Monitoring,FPT Monitoring,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
Overview,FPT Cloud Guard,FPT Monitoring,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
khoi-tao-canh-bao-vpn,FPT Cloud Guard,FPT Monitoring,,2,1,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
Backup-Initial-Setup,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
clone-vm-tu-cac-restore-point,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
kiem-tra-thong-tin-backup-va-restore-cua-vm,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
backup-report,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
backup-volume,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
toi-duoc-ho-tro-nhung-gi-khi-thue-may-chu-va-dung-dich-vu-backup-tren-fpt-cloud,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
incremental-backup-la-gi-va-loi-ich-khi-su-dung,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
tai-sao-djoi-luc-toi-thay-so-luong-restore-point-tren-he-thong-nhieu-hon-so-luong-lastest-backup-to-keep-dja-khai-bao,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
toi-muon-tim-hieu-ve-backup-fpt-cloud-co-chinh-sach-dung-thu-khong,Backup,FPT Cloud Backup & DR,,2,1,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
db-operation,Managed - FPT Database Engines,FPT Database Engine,,2,1,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
maintenance-window,Managed - FPT Database Engines,FPT Database Engine,,2,1,0,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
access-logs,Load Balancer,FPT Network,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
chinh-sua-cau-hinh-health-check,Load Balancer,FPT Network,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
fpt-cloud-managed-kubernetes-release-calendar,Managed - FPT Kubernetes Engine,FPT Container,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
best-practice-upgrade-fke-cluster-version,Dedicated - FPT Kubernetes Engine,FPT Container,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
khoi-tao-canh-bao-virtual-machine,FPT Cloud Guard,FPT Monitoring,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
Version-policy,Managed - FPT Database Engines,FPT Database Engine,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
Version-List,Managed - FPT Database Engines,FPT Database Engine,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
db-engine-service,Managed - FPT Database Engines,FPT Database Engine,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
db-manage-operate,Managed - FPT Database Engines,FPT Database Engine,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
reporting,Managed - FPT Database Engines,FPT Database Engine,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
service-load-balancer-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,,2,0,1,3,"MISSING_HEADINGS, NO_IMAGES, WORD_COUNT_LOW",,
xem-lich-su-backup-and-recovery,Backup,FPT Cloud Backup & DR,,2,0,0,2,"NO_IMAGES, WORD_COUNT_LOW",,
accountpassword-qua-FCDClient-moi,FPT Cloud Desktop,FPT Cloud Server,,1,3,1,5,"FEWER_IMAGES, HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quick-starts-tao-mot-may-ao,Cloud Server,FPT Cloud Server,,1,3,1,5,"FEWER_IMAGES, MISSING_HEADINGS, NO_CODE_BLOCKS, NO_TABLES, WORD_COUNT_LOW",,
docker-login,FPT Container Registry,FPT Container,,1,3,1,5,"FEWER_IMAGES, MISSING_HEADINGS, NO_CODE_BLOCKS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-tag-retention-rule,FPT Container Registry,FPT Container,,1,3,1,5,"FEWER_IMAGES, HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-retention-run,FPT Container Registry,FPT Container,,1,3,1,5,"FEWER_IMAGES, HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
monitor-ip,DdoS Protection,FPT Security,,1,3,1,5,"FEWER_IMAGES, HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tag-va-push-image-len-fpt-container-registry,FPT Container Registry,FPT Container,,1,3,0,4,"FEWER_IMAGES, NO_CODE_BLOCKS, NO_TABLES, WORD_COUNT_LOW",,
pull-docker-image-tu-fpt-container-registry-ve-local,FPT Container Registry,FPT Container,,1,3,0,4,"FEWER_IMAGES, NO_CODE_BLOCKS, NO_TABLES, WORD_COUNT_LOW",,
db-connect,Managed - FPT Database Engines,FPT Database Engine,,1,3,0,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
notification,Managed - FPT Database Engines,FPT Database Engine,,1,3,0,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-tag-new,Tagging,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
edit-tag,Tagging,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
delete-tag,Tagging,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
resource-1,Tagging,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tags-storage-disk,Tagging,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
use-sso,SSO - Single sign-on,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
apply-policy,Policy Management,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
edit-policy,Policy Management,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
delete-policy,Policy Management,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
disable-policy,Policy Management,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-policy,Policy Management,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
dang-ky,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
dang-nhap,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-organization,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
home-page-portal,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
recharge-via-gift-code,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
deposit-money-via-VNPay,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
buy-virtual-machines,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
change-virtual-machine-configuration,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
buy-Public-IP,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
buy-storage-disk,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
change-removable-drive-capacity,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-billing-by-monthly-reconciliation,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-performed-transactions,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
SSO-qua-FCDClient-cu,FPT Cloud Desktop,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
accountpassword-qua-FCDClient-cu,FPT Cloud Desktop,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-vm-iso,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
clone-instance,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quick-starts-tatbat-may-ao,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quick-starts-khoi-dong-lai-may-ao,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quick-starts-xoa-may-ao,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-khoi-tao-mot-may-ao-moi,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-ket-noi-vao-may-ao-windows,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
remove-the-network-card-from-the-virtual-machine,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-tra-cuu-thong-tin-thong-so-ky-thuat-cua-may-ao-da-tao,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
gpu-general,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
gpu-specific,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
hpc-rest-machine,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
hpc-schedule-shutdown,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
block-storage,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-storage-disk,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
gan-storage-disk-vao-may-ao,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-o-dia-cho-may-ao-chay-windows,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
go-storage-disk-khoi-may-ao,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
edit-storage-disk,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-storage-disk,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-token,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
revoke-token,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tai-len-custom-image,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-custom-image,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-khoi-tao-template-tu-may-ao,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-quan-ly-template-duoc-tao-tu-may-ao,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-tao-instance-tu-template,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-xoa-template,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
nat-instance,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
terraform,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
add-instance-instance-group,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
delete-instance-group,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-new-instance,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-detail-instance,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
attach-schedule-to-instance,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
detach-schedule-to-instance,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
delete-instance-schedule,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-schedule-snapshotVM,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
viewschedule-snapshotVM,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
editschedule-snapshotVM,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
deleteschedule-snapshotVM,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
createschedule-snapshotstorage,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
viewschedule-snapshotstorage,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
editschedule-snapshotstorage,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
deleteschedule-snapshotstorage,Cloud Server,FPT Cloud Server,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-bucket-config,FPT Object Storage,FPT Storage,,1,2,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
mount-bucket-thanh-o-dia-tren-may-local,FPT Object Storage,FPT Storage,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
clone-du-lieu-giua-hai-bucket-khac-nhau,FPT Object Storage,FPT Storage,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
view-VPN-detail-information,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
edit-VPN-S2S-information,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
edit-security-profile,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
download-config-VPN-S2S,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
VPN-S2S-check-activity-logs,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
connect-fci-vmware,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-disable-vpn-connection,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-vpn-connection,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tai-file-cau-hinh-vpn,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
