lang,file,line,ref,text
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-dat-lich-hibernate-wake-up.md,25,/img/migrated/Picture21-1-10c054b1.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-dat-lich-hibernate-wake-up.md,25,/img/migrated/Picture22-1-9ff6a66a.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,23,/img/migrated/Picture1-2-60a2b2ae.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,25,/img/migrated/Picture2-1-dfd066c0.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,27,/img/migrated/Picture3-1-82ec1b38.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,29,/img/migrated/Picture4-1-951d4b79.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,31,/img/migrated/Picture5-1-85b21a7a.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,36,/img/migrated/Picture6-1-5cf5a6d0.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,38,/img/migrated/Picture7-1-3df9d5b9.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,40,/img/migrated/Picture8-1-03f0209f.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,42,/img/migrated/Picture9-1-a91ef8d9.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,44,/img/migrated/Picture10-1-9430756e.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-rotate-kubeconfig.md,13,/img/migrated/Picture15-31f6358c.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-rotate-kubeconfig.md,15,/img/migrated/Picture16-abcd6aa3.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-rotate-kubeconfig.md,17,/img/migrated/Picture17-4bc52df3.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,70,/img/migrated/Picture1-9-6a8d3837.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,74,/img/migrated/Picture2-7-daa01862.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,77,/img/migrated/Picture3-7-19c4f9df.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,79,/img/migrated/Picture4-6-e8ea8ab0.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,81,/img/migrated/Picture5-6-f73e06e2.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,86,/img/migrated/Picture6-6-299846cc.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,88,/img/migrated/Picture7-6-fb4792ac.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,90,/img/migrated/Picture8-5-c87e6156.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,92,/img/migrated/Picture9-4-97d3126a.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,94,/img/migrated/Picture10-4-d3703386.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,99,/img/migrated/Picture11-3-44b70f69.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/trien-khai-ung-dung-tren-worker-pool.md,15,/img/migrated/Userguide-M-FKE-30-f3f4045c.png,![Userguide M FKE 30
vi,docs-vi/managed-fpt-kubernetes-engine/trien-khai-ung-dung-tren-worker-pool.md,17,/img/migrated/Userguide-M-FKE-31-80027e2e.png,![Userguide M FKE 31
vi,docs-vi/managed-fpt-kubernetes-engine/trien-khai-ung-dung-tren-worker-pool.md,19,/img/migrated/Userguide-M-FKE-32-7a9414e6.png,![Userguide M FKE 32
vi,docs-vi/managed-fpt-kubernetes-engine/trien-khai-ung-dung-tren-worker-pool.md,22,/img/migrated/Userguide-M-FKE-33-1024x558-ad024fb2.png,![Userguide M FKE 33
vi,docs-vi/managed-fpt-kubernetes-engine/trien-khai-ung-dung-tren-worker-pool.md,102,/img/migrated/Userguide-M-FKE-36-55bd9a6e.png,![Userguide M FKE 36
vi,docs-vi/managed-fpt-kubernetes-engine/trien-khai-ung-dung-tren-worker-pool.md,104,/img/migrated/Userguide-M-FKE-37-1024x88-cd236bc8.png,![Userguide M FKE 37
vi,docs-vi/managed-fpt-kubernetes-engine/trien-khai-ung-dung-tren-worker-pool.md,106,/img/migrated/Userguide-M-FKE-38-1408a3cf.png,![Userguide M FKE 38
vi,docs-vi/managed-fpt-kubernetes-engine/truy-cap-thong-tin-chi-tiet-cua-cluster.md,12,/img/migrated/Picture10-9e9b162d.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/truy-cap-thong-tin-chi-tiet-cua-cluster.md,14,/img/migrated/Picture11-33402987.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/truy-cap-thong-tin-chi-tiet-cua-cluster.md,21,/img/migrated/Picture12-7afcc680.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/upgrade-k8s-version.md,13,/img/migrated/24-1-4f6944fa.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/upgrade-k8s-version.md,17,/img/migrated/25-1-dcc21c83.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/upgrade-k8s-version.md,21,/img/migrated/26-1-84cc9b69.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/xem-danh-sach-kubernetes-cluster-da-tao.md,15,/img/migrated/Picture9-c0423748.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/xoa-kubernetes-cluster.md,14,/img/migrated/Picture18-905db25e.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/xoa-kubernetes-cluster.md,16,/img/migrated/Picture1-4-8d1555b6.png,![
vi,docs-vi/managed-fpt-kubernetes-engine/xoa-kubernetes-cluster.md,18,/img/migrated/Picture20-fe6427cb.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/Managed GPU クラスターを削除.md,15,/img/migrated/14-b4dc395d.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/Managed GPU クラスターを削除.md,19,/img/migrated/15-05e09c5c.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/Managed GPU クラスターを削除.md,23,/img/migrated/16-52efdb8d.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/Ollama と Open WebUI を使用した DeepSeek-R1 モデルのデプロイ.md,32,/img/migrated/36-bb032555.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/Ollama と Open WebUI を使用した DeepSeek-R1 モデルのデプロイ.md,36,/img/migrated/37-51db1bb9.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/Ollama と Open WebUI を使用した DeepSeek-R1 モデルのデプロイ.md,40,/img/migrated/38-b9243be2.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/クラスターのアクセス情報を取得.md,17,/img/migrated/12-7952cac6.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/クラスターのアクセス情報を取得.md,21,/img/migrated/13-b5e2d2ac.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/マニュアルスケール機能.md,15,/img/migrated/17-502dd1f3.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/マニュアルスケール機能.md,19,/img/migrated/21-de403ab8.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/マニュアルスケール機能.md,21,/img/migrated/22-ba5ffbfa.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/マニュアルスケール機能.md,25,/img/migrated/23-82548293.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループのラベル-汚染を編集.md,15,/img/migrated/24-2bafdf17.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループのラベル-汚染を編集.md,19,/img/migrated/25-62db8512.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループのラベル-汚染を編集.md,23,/img/migrated/26-888e5fac.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループのラベル-汚染を編集.md,25,/img/migrated/27-1e045ce9.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループのラベル-汚染を編集.md,27,/img/migrated/28-8da95fc4.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループを追加.md,15,/img/migrated/17-502dd1f3.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループを追加.md,19,/img/migrated/18-13f798d7.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループを追加.md,23,/img/migrated/19-437d9b85.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/ワーカーグループを追加.md,27,/img/migrated/20-d9c3a1fa.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/作成済みの Managed GPU クラスターの一覧を表示.md,15,/img/migrated/8-1-75374b83.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/作成済みの Managed GPU クラスターの一覧を表示.md,21,/img/migrated/9-1-1670bae1.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/作成済みの Managed GPU クラスターの一覧を表示.md,25,/img/migrated/10-1-6e0a4cbd.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/作成済みの Managed GPU クラスターの一覧を表示.md,33,/img/migrated/11-1-3eeaf351.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/新-し-い- Managed-GPU -ク-ラ-ス-タ-ー-を-起-動.md,18,/img/migrated/3-1-a6d7eef2.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/新-し-い- Managed-GPU -ク-ラ-ス-タ-ー-を-起-動.md,22,/img/migrated/4-15b5adf9.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/新-し-い- Managed-GPU -ク-ラ-ス-タ-ー-を-起-動.md,35,/img/migrated/5-1-467b1d56.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/新-し-い- Managed-GPU -ク-ラ-ス-タ-ー-を-起-動.md,46,/img/migrated/Screenshot_2-708902f7.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/新-し-い- Managed-GPU -ク-ラ-ス-タ-ー-を-起-動.md,50,/img/migrated/Screenshot_1-c7d01a04.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/新-し-い- Managed-GPU -ク-ラ-ス-タ-ー-を-起-動.md,56,/img/migrated/6-1-126a59ae.png,![
vi,docs-vi/managed-gpu-cluster-kubernetes-ja/新-し-い- Managed-GPU -ク-ラ-ス-タ-ー-を-起-動.md,65,/img/migrated/7-1-0c3879d8.png,![
vi,docs-vi/model-fine-tuning/concept.md,38,/img/migrated/model-fine-tuning-ja-d8538997.html, ![
vi,docs-vi/model-fine-tuning/concept.md,41,/img/migrated/model-fine-tuning-ja-d8538997.html, ![
vi,docs-vi/model-fine-tuning/concept.md,45,/img/migrated/model-fine-tuning-ja-d8538997.html, ![
vi,docs-vi/model-fine-tuning/concept.md,54,/img/migrated/model-fine-tuning-ja-d8538997.html, ![
vi,docs-vi/model-fine-tuning/initial-setup.md,15,/img/migrated/image-1742891973865-70c602e1.png,![file
vi,docs-vi/model-fine-tuning/initial-setup.md,29,/img/migrated/image-1742891973865-70c602e1.png,![file
vi,docs-vi/model-fine-tuning/initial-setup.md,32,/img/migrated/image-1742891982448-756e7f02.png,![file
vi,docs-vi/model-fine-tuning/initial-setup.md,35,/img/migrated/image-1746436321792.11.32-fd9be55f.png,![file
vi,docs-vi/model-fine-tuning/manage-pipeline.md,19,/img/migrated/image-1747211211191-d3dea1e5.png,![file
vi,docs-vi/model-fine-tuning/manage-pipeline.md,27,/img/migrated/image-1747211250617-61363ae4.png,![file
vi,docs-vi/model-fine-tuning/manage-pipeline.md,32,/img/migrated/image-1747212587870-989fe208.png,![file
vi,docs-vi/model-fine-tuning/sign-up-for-an-account.md,14,/img/migrated/Sign-up-debdda1c.png,![file
vi,docs-vi/model-fine-tuning/sign-up-for-an-account.md,18,/img/migrated/Sign-in-c414053f.png,![file
vi,docs-vi/model-fine-tuning/sign-up-for-an-account.md,22,/img/migrated/AI-Factory-Portal-e041e9d7.png,![file
vi,docs-vi/model-fine-tuning/sign-up-for-an-account.md,27,/img/migrated/Sign-up-debdda1c.png,![file
vi,docs-vi/model-fine-tuning/sign-up-for-an-account.md,36,/img/migrated/Sign-in-c414053f.png,![Alt text
vi,docs-vi/model-fine-tuning/sign-up-for-an-account.md,40,/img/migrated/Switch-tenant-ef56c0e2.png,![Alt text
vi,docs-vi/model-fine-tuning/top-up-balance.md,13,/img/migrated/image-1742892495834-e94b7ee9.png,![file
vi,docs-vi/model-fine-tuning/top-up-balance.md,14,/img/migrated/image-1742892509465-81e04abd.png,![file
vi,docs-vi/model-fine-tuning/top-up-balance.md,18,/img/migrated/image-1742892528929-dc30d234.png,![file
vi,docs-vi/model-fine-tuning/top-up-balance.md,19,/img/migrated/image-1742892550518-3a6ee216.png,![file
vi,docs-vi/model-fine-tuning/view-execution-details.md,17,/img/migrated/image-1747672298829.31.22-cec09152.png,![file
vi,docs-vi/model-fine-tuning/view-execution-details.md,20,/img/migrated/image-1747672957738.35.53-5176353f.png,![file
vi,docs-vi/model-fine-tuning/view-execution-details.md,27,/img/migrated/image-1747672996454.43.03-c1d7c7f3.png,![file
vi,docs-vi/model-fine-tuning/view-execution-history.md,17,/img/migrated/image-1747671388906.16.09-5aba4b59.png,![file
vi,docs-vi/model-fine-tuning/what-is-model-fine-tuning.md,15,/img/migrated/Model-Fine-tuning-Overview-d9841f26.png,![Alt text
vi,docs-vi/model-hub/Edit-version.md,15,/img/migrated/image-1759305159846-cc479dd1.png,![file
vi,docs-vi/model-hub/add-share.md,16,/img/migrated/Picture27-ce447d74.png,![
vi,docs-vi/model-hub/add-share.md,22,/img/migrated/anh-6-497e99bf.png,![
vi,docs-vi/model-hub/add-share.md,22,/img/migrated/anh-5-da5f5a4a.png,![
vi,docs-vi/model-hub/base-model.md,19,/img/migrated/anh-8-205447ff.png,![
vi,docs-vi/model-hub/base-model.md,24,/img/migrated/anh-9-4ab19bb5.png,![
vi,docs-vi/model-hub/base-model.md,31,/img/migrated/anh-10-5c581304.png,![
vi,docs-vi/model-hub/base-model.md,33,/img/migrated/anh-11-3de031d8.png,![
vi,docs-vi/model-hub/chi-tiet-model-catalog.md,20,/img/migrated/anh-16-4af6707f.png,![
vi,docs-vi/model-hub/chi-tiet-model-catalog.md,26,/img/migrated/anh-17-66b2395d.png,![
vi,docs-vi/model-hub/chi-tiet-model-catalog.md,30,/img/migrated/anh-18-0a98f64e.png,![
vi,docs-vi/model-hub/chi-tiet-model.md,20,/img/migrated/Picture5-2bcf13c8.png,![
vi,docs-vi/model-hub/chi-tiet-model.md,25,/img/migrated/Picture6-db90f2cf.png,![
vi,docs-vi/model-hub/chi-tiet-model.md,29,/img/migrated/Picture7-4a2eec64.png,![
vi,docs-vi/model-hub/chi-tiet-model.md,36,/img/migrated/Picture8-34374d24.png,![
vi,docs-vi/model-hub/clone-model.md,17,/img/migrated/anh-7-d1085098.png,![
vi,docs-vi/model-hub/create-a-model.md,11,/img/migrated/image-1757057515124-cb536ba9.png,![file
vi,docs-vi/model-hub/create-a-model.md,14,/img/migrated/image-1757057993590-aafcd5b8.png,![file
vi,docs-vi/model-hub/create-a-model.md,30,/img/migrated/image-1757058054240-a8e1b2af.png,![file
vi,docs-vi/model-hub/create-organization.md,14,/img/migrated/anh-12-d2d971ad.png,![
vi,docs-vi/model-hub/create-version.md,15,/img/migrated/image-1759303671098-2d129273.png,![file
vi,docs-vi/model-hub/dang-nhap.md,18,/img/migrated/Picture1-67e96351.png,![
vi,docs-vi/model-hub/danh-sach-model.md,18,/img/migrated/Picture2-b6be0846.png,![
vi,docs-vi/model-hub/danh-sach-model.md,18,/img/migrated/Picture3-11196998.png,![
vi,docs-vi/model-hub/danh-sach-model.md,18,/img/migrated/Picture4-f31e5037.png,![
vi,docs-vi/model-hub/delete-a-model.md,23,/img/migrated/image-1757326429664-b76cb241.png,![file
vi,docs-vi/model-hub/delete-a-model.md,26,/img/migrated/image-1757329571101-178be0fe.png,![file
vi,docs-vi/model-hub/delete-file.md,16,/img/migrated/Picture25-43e776d4.png,![
vi,docs-vi/model-hub/delete-file.md,16,/img/migrated/Picture26-b12a6e4d.png,![
vi,docs-vi/model-hub/delete-share.md,16,/img/migrated/Picture36-364e845a.png,![
vi,docs-vi/model-hub/delete-share.md,16,/img/migrated/Picture37-044436ec.png,![
vi,docs-vi/model-hub/delete-version.md,16,/img/migrated/Picture18-162129ae.png,![
vi,docs-vi/model-hub/delete-version.md,16,/img/migrated/Picture19-604dc55c.png,![
vi,docs-vi/model-hub/edit-a-model.md,23,/img/migrated/image-1757326429664-b76cb241.png,![file
vi,docs-vi/model-hub/edit-a-model.md,30,/img/migrated/image-1757326379648-f3c0bb0d.png,![file
vi,docs-vi/model-hub/how-to-use-model-catalog.md,24,/img/migrated/image-1757045110043-76a19027.png,![file
vi,docs-vi/model-hub/index.md,11,/img/migrated/icon-networking-2-09c1ef04.png, ![
vi,docs-vi/model-hub/index.md,12,/img/migrated/settings-3-341b24da.png, ![
vi,docs-vi/model-hub/model-deployment.md,12,/img/migrated/anh-15-cae85c93.png,![
vi,docs-vi/model-hub/share-detail-invited.md,15,/img/migrated/Picture30-105c08d5.png,![
vi,docs-vi/model-hub/share-detail-invited.md,15,/img/migrated/Picture31-b5a3da4d.png,![
vi,docs-vi/model-hub/share-detail-joined.md,17,/img/migrated/Picture32-6943d1f2.png,![
vi,docs-vi/model-hub/sign-up-for-an-account.md,16,/img/migrated/image-1756379868688-c8bb05fd.png,![file
vi,docs-vi/model-hub/sign-up-for-an-account.md,22,/img/migrated/image-1756380038671-d20b4728.png,![file
vi,docs-vi/model-hub/sign-up-for-an-account.md,25,/img/migrated/image-1756380184145-996657dc.png,![file
vi,docs-vi/model-hub/sign-up-for-an-account.md,28,/img/migrated/image-1756380229709-9aa75e66.png,![file
vi,docs-vi/model-hub/sign-up-for-an-account.md,42,/img/migrated/image-1756380788218-07094d0e.png,![file
vi,docs-vi/model-hub/sua-model.md,14,/img/migrated/Picture12-38e4faed.png,![
vi,docs-vi/model-hub/sua-model.md,14,/img/migrated/Picture13-bbfea244.png,![
vi,docs-vi/model-hub/tao-model.md,13,/img/migrated/Picture9-661ce3b5.png,![
vi,docs-vi/model-hub/tao-model.md,13,/img/migrated/Picture10-6db13648.png,![
vi,docs-vi/model-hub/tao-model.md,24,/img/migrated/Picture11-befcf99e.png,![
vi,docs-vi/model-hub/tao-verison.md,17,/img/migrated/Picture16-20ac1db9.png,![
vi,docs-vi/model-hub/tao-verison.md,21,/img/migrated/Picture17-c9655dec.png,![
vi,docs-vi/model-hub/update-share.md,14,/img/migrated/Picture33-2ec2c209.png,![
vi,docs-vi/model-hub/update-share.md,16,/img/migrated/Picture34-9d41a843.png,![
vi,docs-vi/model-hub/update-share.md,16,/img/migrated/Picture35-9dd52d7e.png,![
vi,docs-vi/model-hub/update-version.md,15,/img/migrated/anh-1-709a2381.png,![
vi,docs-vi/model-hub/upload-file.md,17,/img/migrated/Picture20-1fbfb321.png,![
vi,docs-vi/model-hub/upload-file.md,20,/img/migrated/anh-2-0bfbc3c3.png,![
vi,docs-vi/model-hub/upload-file.md,20,/img/migrated/anh-3-dc5c31ee.png,![
vi,docs-vi/model-hub/upload-file.md,20,/img/migrated/anh-4-1295fdc8.png,![
vi,docs-vi/model-hub/upload-file.md,26,/img/migrated/Picture22-c505575f.png,![
vi,docs-vi/model-hub/upload-file.md,32,/img/migrated/Screenshot_19-91b976ba.png,![
vi,docs-vi/model-hub/upload-file.md,36,/img/migrated/Picture24-50266ec8.png,![
vi,docs-vi/model-hub/view-list-model-2.md,26,/img/migrated/image-1757045894316-5df42b0e.png,![file
vi,docs-vi/model-hub/view-model-details.md,4,/img/migrated/image-1757330874098-15240c3e.png,![file
vi,docs-vi/model-hub/view-model-details.md,11,/img/migrated/image-1757330874098-15240c3e.png,![file
vi,docs-vi/model-hub/view-model-details.md,27,/img/migrated/image-1757330874098-15240c3e.png,![file
vi,docs-vi/model-hub/view-model-details.md,30,/img/migrated/image-1757331088375-4ce0f3b9.png,![file
vi,docs-vi/model-hub/view-model-details.md,40,/img/migrated/image-1757331260313-705d0d8c.png,![file
vi,docs-vi/model-hub/view-model-details.md,48,/img/migrated/image-1757331669543-18821cb1.png,![file
vi,docs-vi/model-hub/xoa-model.md,14,/img/migrated/Picture14-d464a2e0.png,![
vi,docs-vi/model-hub/xoa-model.md,14,/img/migrated/Picture15-64ad0878.png,![
vi,docs-vi/model-serving/about-fci.md,19,/img/migrated/1-084e1261.png,![
vi,docs-vi/model-serving/about-fci.md,32,/img/migrated/3-62e65f1f.png,![Alt text
vi,docs-vi/model-serving/create-a-new-model-serving-deployment.md,38,/img/migrated/model-included-in-image-or-model-not-inc-077c1a4d.png,![Alt text
vi,docs-vi/model-serving/create-a-new-model-serving-deployment.md,45,/img/migrated/Nim-1e0eaace.png,![Alt text
vi,docs-vi/model-serving/create-a-new-model-serving-deployment.md,56,/img/migrated/6-7fbcb74f.png,![
vi,docs-vi/model-serving/create-a-new-model-serving-deployment.md,67,/img/migrated/7-2b6d1e21.png,![
vi,docs-vi/model-serving/create-a-new-model-serving-deployment.md,78,/img/migrated/8-c8ac7bd7.png,![
vi,docs-vi/model-serving/create-a-new-model-serving-deployment.md,82,/img/migrated/9-81fe7bb0.png,![Alt text
vi,docs-vi/model-serving/delete-a-deployment.md,14,/img/migrated/15-44893605.png,![Alt text
vi,docs-vi/model-serving/deployment-configuration-information.md,13,/img/migrated/13-de89c5f6.png,![Alt text
vi,docs-vi/model-serving/deployment-list.md,13,/img/migrated/10-4142972a.png,![Alt text
vi,docs-vi/model-serving/detailed-configuration-information.md,15,/img/migrated/12-6b7d693a.png,![Alt text
vi,docs-vi/model-serving/initial-set-up.md,23,/img/migrated/4-f5b92cfa.png,![Alt text
vi,docs-vi/model-serving/traffic-setting-configuration-information.md,11,/img/migrated/14-28f62d74.png,![Alt text
vi,docs-vi/model-testing/completion-history.md,14,/img/migrated/image-1746697738348.39.04-a9a17fa3.png,![file
vi,docs-vi/model-testing/create-an-interactive-session.md,13,/img/migrated/image-1746688925988.21.46-ae14f354.png,![file
vi,docs-vi/model-testing/create-an-interactive-session.md,17,/img/migrated/image-1746689212265.22.57-0fa0e464.png,![file
vi,docs-vi/model-testing/test-models-response.md,13,/img/migrated/image-1746694482798.30.25-2511f2f2.png,![file
vi,docs-vi/model-testing/test-models-response.md,66,/img/migrated/image-1746696612804.30.02-38f9b349.png,![file
vi,docs-vi/model-testing-interactive-sessions/sign-up-for-an-account.md,15,/img/migrated/Sign-up-debdda1c.png,![file
vi,docs-vi/model-testing-interactive-sessions/sign-up-for-an-account.md,19,/img/migrated/Sign-in-c414053f.png,![file
vi,docs-vi/model-testing-interactive-sessions/sign-up-for-an-account.md,23,/img/migrated/AI-Factory-Portal-e041e9d7.png,![file
vi,docs-vi/model-testing-interactive-sessions/sign-up-for-an-account.md,29,/img/migrated/Sign-up-debdda1c.png,![file
vi,docs-vi/model-testing-interactive-sessions/sign-up-for-an-account.md,39,/img/migrated/Sign-in-c414053f.png,![Alt text
vi,docs-vi/model-testing-interactive-sessions/sign-up-for-an-account.md,43,/img/migrated/Switch-tenant-ef56c0e2.png,![Alt text
vi,docs-vi/model-testing-test-jobs/finish.md,4,/img/migrated/Finish-Test-Jobs-5f816c07.png,![Alt text
vi,docs-vi/model-testing-test-jobs/finish.md,11,/img/migrated/Finish-Test-Jobs-5f816c07.png,![Alt text
vi,docs-vi/model-testing-test-jobs/others-tasks.md,4,/img/migrated/Tasks-3841657b.png,![Alt text
vi,docs-vi/model-testing-test-jobs/others-tasks.md,11,/img/migrated/Tasks-3841657b.png,![Alt text
vi,docs-vi/model-testing-test-jobs/run-details.md,12,/img/migrated/Run-details-30dc2510.png,![Alt text
vi,docs-vi/model-testing-test-jobs/run-history.md,12,/img/migrated/Run-history-a75b32a0.png,![Alt text
vi,docs-vi/model-testing-test-jobs/select-model.md,4,/img/migrated/Create-New-Jobs-Select-Model-bd425c7b.png,![Alt text
vi,docs-vi/model-testing-test-jobs/select-model.md,11,/img/migrated/Create-New-Jobs-Select-Model-bd425c7b.png,![Alt text
vi,docs-vi/model-testing-test-jobs/select-test-suite.md,12,/img/migrated/Create-New-Job-Select-Test-Suite-b12940b8.png,![Alt text
vi,docs-vi/model-testing-test-jobs/set-up-parameters.md,4,/img/migrated/Parameters-2439cc4b.png,![Alt text
vi,docs-vi/model-testing-test-jobs/set-up-parameters.md,11,/img/migrated/Parameters-2439cc4b.png,![Alt text
vi,docs-vi/model-testing-test-jobs/sign-up-for-an-account.md,13,/img/migrated/Sign-up-debdda1c.png,![file
vi,docs-vi/model-testing-test-jobs/sign-up-for-an-account.md,15,/img/migrated/Sign-in-c414053f.png,![file
vi,docs-vi/model-testing-test-jobs/sign-up-for-an-account.md,17,/img/migrated/AI-Factory-Portal-e041e9d7.png,![file
vi,docs-vi/model-testing-test-jobs/sign-up-for-an-account.md,21,/img/migrated/Sign-up-debdda1c.png,![file
vi,docs-vi/model-testing-test-jobs/sign-up-for-an-account.md,28,/img/migrated/Sign-in-c414053f.png,![Alt text
vi,docs-vi/model-testing-test-jobs/sign-up-for-an-account.md,30,/img/migrated/Switch-tenant-ef56c0e2.png,![Alt text
vi,docs-vi/model-testing-test-jobs/standard-select-data-format.md,25,/img/migrated/Data-format-a194722e.png,![Alt text
vi,docs-vi/model-testing-test-jobs/standard-select-test-data.md,4,/img/migrated/Test-data-fe6dfa7e.png,![Alt text
vi,docs-vi/model-testing-test-jobs/standard-select-test-data.md,11,/img/migrated/Test-data-fe6dfa7e.png,![Alt text
vi,docs-vi/model-testing-test-jobs/standard-test-criteria.md,4,/img/migrated/Test-criteria-3e870caf.png,![Alt text
vi,docs-vi/model-testing-test-jobs/standard-test-criteria.md,11,/img/migrated/Test-criteria-3e870caf.png,![Alt text
vi,docs-vi/model-testing-test-jobs/what-is-model-testing-test-jobs.md,12,/img/migrated/Test-Jobs-07b7f906.png,![Alt text
vi,docs-vi/nat_instance/setting-nat-instance.md,13,/img/migrated/image-1719483610635-8c2b0ddb.png,![Chọn image NAT Instance
vi,docs-vi/nat_instance/setting-nat-instance.md,14,/img/migrated/image-1719483615596-32d8b6da.png,![Màn hình tạo NAT Instance
vi,docs-vi/nat_instance/setting-nat-instance.md,20,/img/migrated/image-1719483627834-69d59364.png,![Chọn subnet có thể truy cập Internet
vi,docs-vi/nat_instance/setting-nat-instance.md,24,/img/migrated/image-1719483638728-722a763b.png,![Danh sách Floating IP
vi,docs-vi/nat_instance/setting-nat-instance.md,25,/img/migrated/image-1719483643946-bcd8d209.png,![Gắn Floating IP
vi,docs-vi/nat_instance/setting-nat-instance.md,26,/img/migrated/image-1719483648767-91c83524.png,![Xác nhận gắn Floating IP
vi,docs-vi/nat_instance/setting-nat-instance.md,30,/img/migrated/image-1719483661177-fbc71ad5.png,![Danh sách security group
vi,docs-vi/nat_instance/setting-nat-instance.md,31,/img/migrated/image-1719483666245-93b5fa24.png,![Gắn security group
